INTLDES,NORAD_CAT_ID,OBJECT_NAME,APOGEE,PERIGEE
2022-114S,53834,STARLINK-4737,541,538
2022-114AG,53848,STARLINK-4780,541,539
2022-114AR,53857,STARLINK-4809,541,539
2022-119C,53888,STARLINK-5034,541,539
2022-119F,53891,STARLINK-5041,541,538
2022-119K,53895,STARLINK-5032,541,538
2022-119P,53899,STARLINK-5042,541,538
2022-119X,53907,STARLINK-5063,541,539
2022-125B,53965,STARLINK-4578,541,538
2022-125J,53972,STARLINK-5157,541,539
2022-125P,53977,STARLINK-5094,541,539
2022-125Q,53978,STARLINK-5148,541,538
2022-125W,53984,STARLINK-5142,541,539
2022-125AA,53988,STARLINK-5113,541,539
2022-125AC,53990,STARLINK-5075,541,538
2022-125AM,53999,STARLINK-5079,541,539
2022-125AU,54006,STARLINK-5096,541,539
2022-125AX,54009,STARLINK-5099,541,539
2022-136S,54067,STARLINK-5174,541,538
1979-089D,14807,SL-8 DEB *,560,557
2019-032B,44311,OBJECT B,567,547
1994-074AQ,44578,RESURS O1 DEB,543,536
2019-074H,44720,STARLINK-1014,549,546
2019-074V,44732,STARLINK-1027,549,546
2019-074BE,44765,STARLINK-1060,548,546
2020-001S,44930,STARLINK-1123,548,546
2020-012G,45184,STARLINK-1205,548,546
2020-012AE,45206,STARLINK-1209,548,546
2020-012AG,45208,STARLINK-1211,551,549
2020-012AT,45219,STARLINK-1187,548,546
2020-019Q,45374,STARLINK-1300,548,546
2020-019AC,45386,STARLINK-1272,548,546
2020-019AD,45387,STARLINK-1274,548,546
2020-019AE,45388,STARLINK-1280,549,546
2020-019AS,45400,STARLINK-1213,549,546
2020-025F,45536,STARLINK-1352,548,546
2020-025T,45548,STARLINK-1378,549,546
2020-025BA,45579,STARLINK-1332,548,546
2020-035Z,45680,STARLINK-1395,548,546
2020-035AR,45696,STARLINK-1422,548,546
2020-035AW,45701,STARLINK-1403,548,546
2020-035BA,45705,STARLINK-1410,548,546
2020-035BG,45711,STARLINK-1433,548,546
2020-038AF,45759,STARLINK-1493,549,546
2020-038AR,45769,STARLINK-1459,548,546
2020-038BH,45785,STARLINK-1512,549,546
2020-055F,46032,STARLINK-1555,549,546
2020-055Q,46041,STARLINK-1580,549,546
2020-055T,46044,STARLINK-1584,548,546
2020-055AN,46063,STARLINK-1577,548,546
2020-055AR,46066,STARLINK-1525,548,546
2020-057AK,46150,STARLINK-1629,548,546
2020-057AS,46157,STARLINK-1587,549,546
2020-057BB,46166,STARLINK-1615,548,546
2020-057BG,46171,STARLINK-1633,548,546
2020-062S,46341,STARLINK-1760,548,546
2020-062AJ,46357,STARLINK-1666,548,546
2020-070AS,46572,STARLINK-1531,549,546
2020-070BF,46585,STARLINK-1736,549,546
2020-070BM,46591,STARLINK-1755,549,546
2020-073R,46685,STARLINK-1781,548,546
2020-073V,46689,STARLINK-1788,548,546
2020-073AY,46716,STARLINK-1818,548,546
2020-073AZ,46717,STARLINK-1820,548,546
2020-074V,46758,STARLINK-1928,548,546
2020-074AB,46764,STARLINK-1903,548,546
2020-081H,46912,KSM1-A,565,559
2020-088H,47129,STARLINK-1838,548,546
2020-088AC,47148,STARLINK-1861,548,546
1994-074CU,47208,RESURS O1 DEB,555,539
2021-005V,47368,STARLINK-2084,548,546
2021-005AC,47375,STARLINK-2094,548,546
2021-005AV,47392,STARLINK-2113,548,546
2021-009G,47554,STARLINK-1953,548,546
2021-009H,47555,STARLINK-1954,548,546
2021-009Q,47562,STARLINK-1961,548,546
2021-009BC,47598,STARLINK-2003,548,546
2021-012P,47633,STARLINK-2009,548,546
2021-012Z,47643,STARLINK-2022,548,546
2021-012AT,47661,STARLINK-2051,548,546
2021-012BM,47679,STARLINK-2095,548,546
2021-017P,47735,STARLINK-2146,549,546
2021-017AM,47757,STARLINK-2175,549,546
2021-018S,47803,STARLINK-2384,548,546
2021-018AD,47814,STARLINK-2395,548,546
2021-018AR,47826,STARLINK-2411,548,546
2021-018AX,47832,STARLINK-2422,548,546
2021-021K,47869,STARLINK-2324,548,546
2021-021Z,47883,STARLINK-2342,548,546
2021-021AW,47904,STARLINK-2364,548,546
2021-021BD,47911,STARLINK-2371,548,546
2021-023E,47969,GUNSMOKE-J 3,544,533
2021-024B,47978,STARLINK-1647,548,546
2021-024R,47992,STARLINK-2229,548,546
2021-024U,47995,STARLINK-2309,548,546
2021-024Z,48000,STARLINK-2270,549,546
2021-027L,48102,STARLINK-2437,549,546
2021-027AM,48127,STARLINK-2468,549,546
2021-027AP,48129,STARLINK-2471,549,546
2021-036H,48283,STARLINK-2516,548,546
2021-036M,48287,STARLINK-2566,548,546
2021-036P,48289,STARLINK-2545,548,546
2021-036AT,48317,STARLINK-2513,548,546
2021-036AV,48319,STARLINK-2512,549,546
2021-036BD,48327,STARLINK-2502,549,546
2021-038H,48360,STARLINK-2622,548,546
2021-038W,48373,STARLINK-2609,548,546
2021-040F,48433,STARLINK-2699,549,546
2021-040R,48443,STARLINK-2663,549,546
2021-040U,48446,STARLINK-2247,549,546
2021-040AN,48464,STARLINK-2686,549,546
2021-040AS,48468,STARLINK-2685,549,546
2021-040BA,48476,STARLINK-2723,549,546
2021-041S,48569,STARLINK-2219,548,546
2021-041AV,48596,STARLINK-2253,549,546
2021-044N,48650,STARLINK-2672,549,546
2021-044AT,48679,STARLINK-2648,548,546
2021-059B,48880,STARLINK-3004,559,557
2021-102D,49398,OBJECT D,567,547
2021-104J,49416,STARLINK-3133,541,538
2021-104AH,49439,STARLINK-3108,542,538
2021-104AX,49453,STARLINK-3129,541,538
2021-115D,49727,STARLINK-3242,542,538
2021-115N,49736,STARLINK-3148,542,538
2021-115V,49743,STARLINK-3239,542,538
2021-115AT,49765,STARLINK-3227,542,538
2021-125E,50160,STARLINK-3288,542,538
2021-125L,50166,STARLINK-3305,542,538
2021-125T,50173,STARLINK-3289,541,538
2021-125X,50177,STARLINK-3282,542,538
2021-125AS,50196,STARLINK-3263,542,538
2021-125BB,50205,STARLINK-3260,541,538
2021-125BC,50206,STARLINK-3258,542,538
2021-125BD,50207,STARLINK-3262,542,538
2022-001J,50811,STARLINK-3347,542,538
2022-001N,50815,STARLINK-3234,542,538
2022-001AE,50831,STARLINK-3299,542,538
2022-001BA,50851,STARLINK-3314,542,538
2022-005L,51114,STARLINK-3375,542,537
2022-016F,51719,STARLINK-3540,542,538
2022-016H,51721,STARLINK-3524,542,538
2022-016L,51724,STARLINK-3529,542,538
2022-016T,51731,STARLINK-3514,542,538
2022-016AL,51748,STARLINK-3501,542,538
2022-016AS,51754,STARLINK-3457,542,537
2022-022A,51852,STARLINK-3542,542,538
2022-022F,51857,STARLINK-3571,541,539
2022-022AQ,51890,STARLINK-3519,541,538
2022-022AY,51898,STARLINK-3597,541,538
2022-025F,51961,STARLINK-3689,541,539
2022-025K,51965,STARLINK-3696,541,538
2022-025L,51966,STARLINK-3699,542,538
2022-025AH,51987,STARLINK-3644,542,538
2022-029V,52107,STARLINK-3658,542,538
2022-029AF,52117,STARLINK-3738,542,538
2022-029AW,52132,STARLINK-3718,541,538
2022-041Q,52275,STARLINK-3784,542,538
2022-041S,52277,STARLINK-3787,541,538
2022-041U,52279,STARLINK-3686,536,533
2022-041AV,52304,STARLINK-3744,541,538
2022-041AY,52307,STARLINK-3755,542,538
2022-045L,52341,STARLINK-3843,542,538
2022-045S,52347,STARLINK-3826,542,538
2022-045AS,52371,STARLINK-3798,542,538
2022-049E,52455,STARLINK-3890,542,538
2022-049L,52461,STARLINK-3900,541,538
2022-049AP,52488,STARLINK-3892,542,538
2022-049AU,52493,STARLINK-3883,542,538
2022-051S,52549,STARLINK-3935,541,538
2022-051AY,52582,STARLINK-3886,542,538
2022-051BD,52587,STARLINK-3867,542,538
2022-052F,52603,STARLINK-4016,542,538
2022-052X,52619,STARLINK-3741,542,538
2022-052BB,52647,STARLINK-3846,542,538
2022-053J,52664,STARLINK-4070,542,538
2022-053P,52669,STARLINK-3972,541,538
2022-053Q,52670,STARLINK-4075,541,538
2022-053AG,52686,STARLINK-4005,542,538
2022-053AP,52693,STARLINK-3946,542,538
2022-053AX,52701,STARLINK-4003,542,538
2022-062L,52840,STARLINK-4049,542,538
2022-062U,52848,STARLINK-4202,542,538
2022-062AB,52855,STARLINK-4209,542,538
2022-062AN,52866,STARLINK-4272,541,538
2022-062BB,52879,STARLINK-4139,541,538
2022-076AP,53023,STARLINK-4284,541,539
2022-077B,53044,STARLINK-4349,564,562
2022-077E,53047,STARLINK-4352,563,563
2022-083A,53132,STARLINK-4063,542,538
2022-083L,53142,STARLINK-4101,542,538
2022-083S,53148,STARLINK-4066,541,538
2022-083U,53150,STARLINK-4038,542,538
2022-083AN,53168,STARLINK-4105,542,538
2022-084A,53189,STARLINK-4391,564,562
2022-084E,53193,STARLINK-4351,564,562
2022-086M,53253,STARLINK-4133,542,538
2022-086BD,53293,STARLINK-4148,541,538
2022-097BD,53439,STARLINK-4519,541,539
2022-099X,53486,STARLINK-4431,564,562
2022-099AN,53501,STARLINK-4434,564,562
2022-101D,53530,STARLINK-4482,541,539
2022-101E,53531,STARLINK-4487,542,538
2022-101V,53546,STARLINK-4477,541,539
2022-101AB,53552,STARLINK-4495,541,538
2022-101AN,53563,STARLINK-4561,541,539
2022-101AU,53569,STARLINK-4582,541,539
2022-101AX,53572,STARLINK-4555,541,539
2022-101BA,53575,STARLINK-4551,541,539
2022-104AH,53619,STARLINK-4609,541,538
2022-104AW,53632,STARLINK-4606,541,539
2022-104BB,53637,STARLINK-4396,541,539
2022-105P,53661,STARLINK-4472,565,561
2022-105AT,53689,STARLINK-4562,564,562
2022-107AK,53733,STARLINK-4574,541,538
2022-107AT,53741,STARLINK-4614,541,538
2022-111D,53776,STARLINK-4708,541,538
2022-111AD,53800,STARLINK-4720,541,538
2022-114T,53835,STARLINK-4783,541,538
2022-114V,53837,STARLINK-4776,541,538
2022-119Q,53900,STARLINK-5045,541,539
2022-125U,53982,STARLINK-5120,541,539
2022-136A,54051,STARLINK-5195,541,538
2019-074P,44726,STARLINK-1021,549,546
2019-074Y,44735,STARLINK-1030,549,546
2019-074AR,44752,STARLINK-1047,548,546
2019-074AT,44754,STARLINK-1049,549,546
2019-074AX,44758,STARLINK-1053,548,546
2019-074BL,44771,STARLINK-1067,548,546
2020-001Q,44928,STARLINK-1119,548,546
2020-001AR,44953,STARLINK-1124,548,546
2020-001AU,44956,STARLINK-1070,548,546
2020-006Y,45066,STARLINK-1145,549,546
2020-006AF,45073,STARLINK-1170,548,546
2020-006BC,45094,STARLINK-1146,548,546
2020-012BG,45232,STARLINK-1235,548,546
2020-012BL,45236,STARLINK-1247,548,546
2020-019C,45362,STARLINK-1306,549,546
2020-019J,45368,STARLINK-1276,549,545
2020-019K,45369,STARLINK-1277,548,546
2020-019N,45372,STARLINK-1288,549,546
2020-019T,45377,STARLINK-1305,549,546
2020-019AF,45389,STARLINK-1283,549,546
2020-019AM,45395,STARLINK-1297,549,545
2020-019AP,45397,STARLINK-1307,548,546
2020-019BD,45411,STARLINK-1293,548,546
2020-019BE,45412,STARLINK-1296,549,546
2020-019BJ,45416,STARLINK-1318,549,546
2020-025R,45546,STARLINK-1375,548,546
2020-025AA,45555,STARLINK-1327,548,546
2020-025AC,45557,STARLINK-1336,548,546
2020-025BJ,45587,STARLINK-1349,548,546
2020-035E,45661,STARLINK-1444,548,546
2020-035F,45662,STARLINK-1445,548,546
2020-035X,45678,STARLINK-1393,548,546
2020-035AF,45686,STARLINK-1404,548,546
2020-035AL,45691,STARLINK-1415,548,546
2020-038A,45730,STARLINK-1461,549,546
2020-038L,45740,STARLINK-1479,548,546
2020-038N,45742,STARLINK-1481,548,546
2020-038S,45746,STARLINK-1504,548,546
2020-038X,45751,STARLINK-1464,549,546
2020-038AA,45754,STARLINK-1477,549,546
2020-038AB,45755,STARLINK-1478,549,546
2020-038AE,45758,STARLINK-1487,549,546
2020-038BD,45781,STARLINK-1497,549,546
2020-038BF,45783,STARLINK-1505,549,545
2020-055AQ,46065,STARLINK-1515,548,546
2020-055AZ,46074,STARLINK-1549,548,546
2020-055BH,46082,STARLINK-1578,548,546
2020-057C,46119,STARLINK-1593,548,546
2020-057Q,46131,STARLINK-1625,548,546
2020-057AA,46141,STARLINK-1596,548,546
2020-057AF,46146,STARLINK-1608,548,546
2020-057AL,46151,STARLINK-1631,548,546
2020-057BH,46172,STARLINK-1635,548,546
2020-062J,46333,STARLINK-1723,548,546
2020-068J,46494,NORBI,559,535
2020-068K,46495,SALSAT,561,539
2020-068N,46498,KEPLER-5 (AMIDALA),552,534
2020-070L,46542,STARLINK-1692,549,546
2020-070P,46545,STARLINK-1696,549,546
2020-070R,46547,STARLINK-1698,549,546
2020-073L,46680,STARLINK-1774,548,546
2020-073Q,46684,STARLINK-1780,548,546
2020-073AS,46710,STARLINK-1811,548,546
2020-073AU,46712,STARLINK-1814,548,546
2020-073BB,46719,STARLINK-1822,549,546
2020-073BJ,46726,STARLINK-1829,548,546
2020-074C,46741,STARLINK-1865,548,546
2020-074BC,46789,STARLINK-1930,549,546
2020-074BH,46794,STARLINK-1942,548,546
2020-088E,47126,STARLINK-1812,548,546
2020-088R,47137,STARLINK-1849,548,546
2020-088S,47138,STARLINK-1850,548,546
2020-088AT,47163,STARLINK-1878,548,546
2020-088BF,47175,STARLINK-1895,548,546
1994-074CR,47205,RESURS O1 DEB,560,555
2021-005AA,47373,STARLINK-2092,548,546
2021-005AJ,47381,STARLINK-2101,548,546
2021-005AK,47382,STARLINK-2102,548,546
2021-005AW,47393,STARLINK-2114,548,546
2021-005AY,47395,STARLINK-2117,548,546
2021-009W,47568,STARLINK-1967,548,546
2021-009AH,47579,STARLINK-1981,548,546
2021-009AV,47591,STARLINK-1996,548,546
2021-009BE,47600,STARLINK-2005,548,546
2021-012AM,47655,STARLINK-2039,548,546
2021-012AU,47662,STARLINK-2052,548,546
2021-012BF,47673,STARLINK-2066,548,546
2021-017B,47723,STARLINK-2107,548,546
2021-017H,47729,STARLINK-2132,549,546
2021-017N,47734,STARLINK-2144,548,546
2021-017V,47741,STARLINK-2154,548,546
2021-017AA,47746,STARLINK-2160,549,546
2021-017AC,47748,STARLINK-2162,549,546
2021-017AE,47750,STARLINK-2164,549,546
2021-017AQ,47760,STARLINK-2178,549,546
2021-017AZ,47769,STARLINK-2192,549,546
2021-018R,47802,STARLINK-2383,548,546
2021-018T,47804,STARLINK-2385,549,546
2021-018Y,47809,STARLINK-2390,549,546
2021-018AA,47811,STARLINK-2392,548,546
2021-021G,47866,STARLINK-2320,548,546
2021-021AT,47901,STARLINK-2361,548,546
2021-027A,48092,STARLINK-2048,548,546
2021-027N,48104,STARLINK-2439,548,546
2021-027AD,48119,STARLINK-2459,549,546
2021-027AY,48138,STARLINK-2481,549,546
2021-027BL,48150,STARLINK-2493,549,546
2021-036C,48278,STARLINK-2543,548,546
2021-036Q,48290,STARLINK-2540,548,546
2021-036X,48297,STARLINK-2544,548,546
2021-036AC,48302,STARLINK-2556,548,546
2021-036AE,48304,STARLINK-2524,548,546
2021-036AG,48306,STARLINK-2523,548,546
2021-036AH,48307,STARLINK-2528,548,546
2021-036AN,48312,STARLINK-2061,548,546
2021-036AX,48321,STARLINK-2457,549,546
2021-036BC,48326,STARLINK-2498,548,546
2021-036BL,48334,STARLINK-2470,548,546
2021-038F,48358,STARLINK-2624,548,546
2021-038AC,48379,STARLINK-2612,548,546
2021-038AE,48381,STARLINK-2630,548,546
2021-038BA,48401,STARLINK-2571,548,546
2021-040T,48445,STARLINK-2634,549,545
2021-040V,48447,STARLINK-2269,549,545
2021-040W,48448,STARLINK-2632,548,546
2021-040AD,48455,STARLINK-2497,549,546
2021-040AM,48463,STARLINK-2689,548,546
2021-040BG,48482,STARLINK-2525,548,546
2021-041A,48553,STARLINK-2063,549,546
2021-041B,48554,STARLINK-2139,548,546
2021-041L,48563,STARLINK-2188,549,546
2021-041N,48565,STARLINK-2191,549,546
2021-041W,48573,STARLINK-2224,549,546
2021-041AK,48586,STARLINK-2241,549,546
2021-041AM,48588,STARLINK-2244,548,546
2021-041AR,48592,STARLINK-2249,549,546
2021-041BD,48604,STARLINK-2757,549,546
2021-044A,48638,STARLINK-2758,548,546
2021-044F,48643,STARLINK-2704,549,546
2021-044W,48658,STARLINK-2647,549,546
2021-044AH,48669,STARLINK-2707,548,546
2021-044AM,48673,STARLINK-2711,548,546
2021-044BK,48695,STARLINK-2616,549,546
2021-102A,49395,ASTERISC,566,546
2021-104D,49411,STARLINK-3162,542,538
2021-104L,49418,STARLINK-3111,541,538
2021-104AA,49432,STARLINK-3158,542,538
2021-104AP,49445,STARLINK-3122,542,538
2021-104AW,49452,STARLINK-3150,542,538
1994-074GK,49515,RESURS O1 DEB,553,550
2021-115E,49728,STARLINK-3240,542,538
2021-115AG,49754,STARLINK-3193,541,538
2021-125K,50165,STARLINK-3298,541,538
2021-125Q,50170,STARLINK-3245,542,538
2021-125V,50175,STARLINK-3291,541,538
2021-125AL,50190,STARLINK-3268,542,538
2021-125AP,50193,STARLINK-3261,542,538
2021-125BA,50204,STARLINK-3254,542,538
2022-001W,50823,STARLINK-3334,541,538
2022-001AC,50829,STARLINK-3294,542,538
2022-001AF,50832,STARLINK-3328,541,538
2022-001AQ,50841,STARLINK-3300,542,538
2022-005F,51109,STARLINK-3358,542,538
2022-005AA,51128,STARLINK-3400,541,538
2022-005AD,51131,STARLINK-3388,542,538
2022-005AE,51132,STARLINK-3393,542,538
2022-005AJ,51136,STARLINK-3253,542,537
2022-005AR,51143,STARLINK-3184,542,538
2022-005AW,51148,STARLINK-3359,542,538
2022-005AZ,51151,STARLINK-3361,542,538
2022-010E,51460,STARLINK-3167,542,538
2022-010H,51463,STARLINK-3419,542,538
2022-010J,51464,STARLINK-3189,542,538
2022-016R,51729,STARLINK-3523,542,538
2022-017E,51772,STARLINK-3623,541,538
2022-017L,51778,STARLINK-3615,541,538
2022-017Q,51782,STARLINK-3616,542,538
2022-017R,51783,STARLINK-3628,542,538
2022-017Z,51791,STARLINK-3602,542,538
2022-017AF,51797,STARLINK-3627,539,536
2022-017AJ,51800,STARLINK-3600,542,537
2022-017AL,51802,STARLINK-3557,541,538
2022-017AP,51805,STARLINK-3605,542,538
2022-017AZ,51815,STARLINK-3604,541,539
2022-022E,51856,STARLINK-3568,541,539
2022-022M,51863,STARLINK-3555,542,538
2022-022Q,51866,STARLINK-3553,542,538
2022-022V,51871,STARLINK-3567,541,538
2022-022AT,51893,STARLINK-3579,541,538
2022-022AV,51895,STARLINK-3594,542,538
2022-025AC,51982,STARLINK-3650,542,537
2022-025AR,51995,STARLINK-3636,541,539
2022-029B,52089,STARLINK-3722,542,538
2022-029C,52090,STARLINK-3712,541,538
2022-029D,52091,STARLINK-3713,541,538
2022-029AB,52113,STARLINK-3736,541,538
2022-029AE,52116,STARLINK-3735,541,538
2022-029AH,52119,STARLINK-3558,541,538
2022-029AJ,52120,STARLINK-3534,541,538
2022-029AM,52123,STARLINK-3725,541,538
2022-029AX,52133,STARLINK-3707,541,538
2022-029AY,52134,STARLINK-3721,541,538
2022-041C,52263,STARLINK-3786,541,538
2022-041W,52281,STARLINK-3779,541,538
2022-041AJ,52293,STARLINK-3771,542,538
2022-041BE,52313,STARLINK-3749,541,538
2022-045J,52339,STARLINK-3792,541,538
2022-045M,52342,STARLINK-3850,542,538
2022-045X,52352,STARLINK-3838,542,538
2022-045AD,52358,STARLINK-3837,542,538
2022-045BA,52379,STARLINK-3800,541,538
2022-049AH,52482,STARLINK-3813,541,538
2022-049AX,52496,STARLINK-3871,542,538
2022-049BB,52500,STARLINK-3866,541,538
2022-051B,52534,STARLINK-3952,542,538
2022-051V,52552,STARLINK-3966,542,538
2022-051W,52553,STARLINK-3858,542,538
2022-051AC,52559,STARLINK-3953,541,539
2022-051AX,52581,STARLINK-3915,542,538
2022-051BA,52584,STARLINK-3922,542,538
2022-051BB,52585,STARLINK-3906,542,538
2022-052A,52598,STARLINK-4019,542,538
2022-052D,52601,STARLINK-4027,542,538
2022-052AG,52628,STARLINK-4001,541,538
2022-052AM,52633,STARLINK-3994,541,538
2022-052AQ,52636,STARLINK-3967,541,538
2022-052AV,52641,STARLINK-3991,542,538
2022-052BD,52649,STARLINK-3868,542,538
2022-053G,52662,STARLINK-4044,541,538
2022-053N,52668,STARLINK-4067,542,538
2022-053Z,52679,STARLINK-4031,541,538
2022-053AC,52682,STARLINK-4017,542,538
2022-053AQ,52694,STARLINK-4072,541,538
2022-053AT,52697,STARLINK-4018,541,538
2022-053BE,52708,STARLINK-3962,541,538
2022-062Z,52853,STARLINK-4189,542,538
2022-062AC,52856,STARLINK-4201,541,538
2022-062AD,52857,STARLINK-4199,541,538
2022-062AF,52859,STARLINK-4196,541,538
2022-062AU,52872,STARLINK-4213,541,539
2022-062BE,52882,STARLINK-4181,541,538
2022-076S,53002,STARLINK-4121,541,538
2022-076X,53007,STARLINK-4215,541,538
2022-076AJ,53018,STARLINK-4279,541,538
2022-076AY,53032,STARLINK-4115,541,538
2022-076BB,53035,STARLINK-4157,541,538
2022-077AD,53070,STARLINK-4342,564,562
2022-077AJ,53075,STARLINK-4348,565,561
2022-077AM,53078,STARLINK-4322,565,561
2022-077AR,53082,STARLINK-4321,566,560
2022-083F,53137,STARLINK-4145,542,538
2022-083AH,53163,STARLINK-4104,541,538
2022-083AS,53172,STARLINK-4299,541,538
2022-084V,53208,STARLINK-4425,564,562
2022-084W,53209,STARLINK-4423,564,562
2022-086H,53249,STARLINK-4128,541,538
2022-086P,53255,STARLINK-4142,541,538
2022-086S,53258,STARLINK-4127,541,538
2022-086W,53262,STARLINK-4085,541,539
2022-086AB,53267,STARLINK-4060,541,538
2022-086AH,53273,STARLINK-4051,541,538
2022-086AK,53275,STARLINK-4179,541,538
2022-086AL,53276,STARLINK-4174,541,538
2022-086AV,53285,STARLINK-4173,541,538
2022-097D,53391,STARLINK-4521,542,538
2022-097S,53404,STARLINK-4509,541,538
2022-097V,53407,STARLINK-4537,541,538
2022-097AF,53417,STARLINK-4484,542,538
2022-097AN,53424,STARLINK-4532,541,538
2022-097AY,53434,STARLINK-4498,541,539
2022-097AZ,53435,STARLINK-4542,541,539
2022-097BA,53436,STARLINK-4527,541,539
2022-099G,53471,STARLINK-4316,564,562
2022-099H,53472,STARLINK-4447,564,562
2022-099K,53474,STARLINK-4445,564,562
2022-099AB,53490,STARLINK-4387,564,562
2022-099AU,53507,STARLINK-4444,563,563
2022-101J,53535,STARLINK-4138,541,538
2022-101K,53536,STARLINK-4053,546,543
2022-101M,53538,STARLINK-4118,541,538
2022-101T,53544,STARLINK-4303,541,538
2022-101Y,53549,STARLINK-4516,541,539
2022-101Z,53550,STARLINK-4518,541,538
2022-101AC,53553,STARLINK-4501,541,539
2022-101AJ,53559,STARLINK-4508,541,538
2022-101AQ,53565,STARLINK-4575,541,539
2022-101AR,53566,STARLINK-4576,541,539
2022-101AY,53573,STARLINK-4547,541,539
2022-101BD,53578,STARLINK-4556,541,538
2022-104C,53590,STARLINK-4689,541,539
2022-104P,53601,STARLINK-4675,541,539
2022-104U,53606,STARLINK-4590,541,538
2022-104W,53608,STARLINK-4647,541,538
2022-104Y,53610,STARLINK-4610,541,539
2022-104AB,53613,STARLINK-4655,541,539
2022-104AJ,53620,STARLINK-4615,541,538
2022-104AM,53623,STARLINK-4573,541,538
2022-104AR,53627,STARLINK-4595,541,538
2022-104BA,53636,STARLINK-4586,541,539
2022-105T,53665,STARLINK-4334,565,561
2022-105Y,53670,STARLINK-4459,565,561
2022-105AF,53677,STARLINK-4579,564,562
2022-105AJ,53680,STARLINK-4630,564,562
2022-105AK,53681,STARLINK-4424,564,562
2022-107B,53701,STARLINK-4711,541,539
2022-107F,53705,STARLINK-4717,541,539
2022-107P,53713,STARLINK-4698,541,538
2022-107R,53715,STARLINK-4686,541,538
2022-107W,53720,STARLINK-4642,541,538
2022-107AD,53727,STARLINK-4701,541,538
2022-107AM,53735,STARLINK-4618,541,539
2022-111K,53782,STARLINK-4679,541,538
2022-111Y,53795,STARLINK-4742,541,538
2022-114G,53824,STARLINK-4757,541,538
2022-114H,53825,STARLINK-4751,541,539
2022-114N,53830,STARLINK-4761,541,538
2022-114Q,53832,STARLINK-4747,541,538
2022-114R,53833,STARLINK-4771,541,539
2022-114W,53838,STARLINK-4773,541,539
2022-114X,53839,STARLINK-4784,541,538
2022-114AB,53843,STARLINK-4769,541,539
2022-114AC,53844,STARLINK-4745,541,539
2022-114AF,53847,STARLINK-4777,541,539
2022-119D,53889,STARLINK-5031,541,539
2022-119L,53896,STARLINK-5037,541,539
2022-125D,53967,STARLINK-4634,541,538
2022-125H,53971,STARLINK-4639,541,538
2022-125M,53975,STARLINK-5137,541,538
2022-125S,53980,STARLINK-5133,541,538
2022-125AR,54003,STARLINK-5114,541,538
2022-136E,54055,STARLINK-5158,541,538
2022-136F,54056,STARLINK-5226,541,538
2022-136J,54059,STARLINK-5173,541,539
2022-141C,54159,STARLINK-5294,541,539
1965-082PT,3462,TITAN 3C TRANSTAGE DEB,563,536
1984-013A,14699,COSMOS 1536,552,536
1988-093A,19573,COSMOS 1975,552,537
1999-057DP,26225,CZ-4 DEB,556,542
2019-038E,44391,NSL-1,566,537
2019-074A,44713,STARLINK-1007,549,546
2019-074N,44725,STARLINK-1020,549,546
2019-074AM,44748,STARLINK-1043,548,546
2019-074AY,44759,STARLINK-1054,548,546
2019-074BH,44768,STARLINK-1063,549,546
2020-001U,44932,STARLINK-1130,548,547
2020-001AT,44955,STARLINK-1069,548,546
2020-001BH,44969,STARLINK-1092,548,546
2020-006B,45045,STARLINK-1120,548,546
2020-006U,45062,STARLINK-1171,548,546
2020-006AG,45074,STARLINK-1172,548,546
2020-006AM,45079,STARLINK-1149,548,547
2020-006AN,45080,STARLINK-1153,548,546
2020-006AV,45087,STARLINK-1185,548,546
2020-006AX,45089,STARLINK-1136,548,546
2020-006BL,45102,STARLINK-1195,548,546
2020-006BM,45103,STARLINK-1196,548,546
2020-019H,45367,STARLINK-1273,549,546
2020-019L,45370,STARLINK-1281,549,546
2020-019X,45381,STARLINK-1258,549,546
2020-019AG,45390,STARLINK-1284,549,546
2020-019AH,45391,STARLINK-1289,548,546
2020-019AT,45401,STARLINK-1256,549,546
2020-019BF,45413,STARLINK-1298,549,546
2020-025W,45551,STARLINK-1294,548,546
2020-025Z,45554,STARLINK-1325,548,546
2020-025AP,45568,STARLINK-1363,548,546
2020-025AS,45571,STARLINK-1261,549,546
2020-025AU,45573,STARLINK-1321,548,546
2020-035C,45659,STARLINK-1442,548,546
2020-035K,45666,STARLINK-1449,548,546
2020-035P,45670,STARLINK-1453,548,546
2020-035AD,45684,STARLINK-1401,548,546
2020-035AX,45702,STARLINK-1405,548,546
2020-035BF,45710,STARLINK-1423,548,546
2020-038AS,45770,STARLINK-1462,549,546
2020-038AW,45774,STARLINK-1485,548,546
2020-038AY,45776,STARLINK-1489,549,546
2020-055BG,46081,STARLINK-1571,549,545
2020-057B,46118,STARLINK-1588,548,546
2020-057M,46128,STARLINK-1622,548,546
2020-057Z,46140,STARLINK-1594,548,546
2020-057AD,46144,STARLINK-1606,548,546
2020-057AN,46153,STARLINK-1636,548,546
2020-062AF,46354,STARLINK-1657,548,546
2020-062AR,46364,STARLINK-1763,548,546
2020-062AS,46365,STARLINK-1550,548,546
2020-068U,46504,NETSAT-4,561,543
2020-068X,46507,NETSAT-2,559,546
2020-070C,46534,STARLINK-1659,549,545
2020-070AB,46557,STARLINK-1679,549,546
2020-070AK,46565,STARLINK-1735,548,546
2020-070BC,46582,STARLINK-1728,549,546
2020-073K,46679,STARLINK-1773,549,546
2020-073AH,46701,STARLINK-1801,548,546
