INTLDES,NORAD_CAT_ID,OBJECT_NAME,APOGEE,PERIGEE
2020-055M,46038,STARLINK-1567,549,546
2020-055AB,46052,STARLINK-1541,548,546
2020-055AD,46054,STARLINK-1548,548,546
2020-055BC,46077,STARLINK-1559,548,546
2020-057W,46137,STARLINK-1586,548,546
2020-057AX,46162,STARLINK-1603,548,546
2020-062U,46343,STARLINK-1764,548,546
2020-062AT,46366,STARLINK-1651,548,546
2020-062BH,46380,STARLINK-1758,548,546
2020-070AF,46561,STARLINK-1709,549,546
2020-073Y,46692,STARLINK-1791,548,546
2020-074L,46749,STARLINK-1911,548,546
2020-074P,46752,STARLINK-1921,548,546
2020-074S,46755,STARLINK-1924,549,546
2020-074AF,46768,STARLINK-1918,548,546
2020-088BK,47179,STARLINK-1913,548,546
2021-005X,47370,STARLINK-2086,548,546
2021-009AA,47572,STARLINK-1971,548,546
2021-009AJ,47580,STARLINK-1982,548,546
2021-009AM,47583,STARLINK-1987,548,546
2021-009BM,47607,STARLINK-2025,548,546
2021-012H,47627,STARLINK-1972,548,546
2021-012K,47629,STARLINK-1974,548,546
2021-012S,47636,STARLINK-2013,548,546
2021-017G,47728,STARLINK-2131,548,546
2021-018AT,47828,STARLINK-2415,548,546
2021-024AL,48011,STARLINK-2272,548,546
2021-024BB,48026,STARLINK-2278,548,546
2021-027M,48103,STARLINK-2438,549,546
2021-027AN,48128,STARLINK-2469,549,546
2021-027BD,48143,STARLINK-2486,548,546
2021-036D,48279,STARLINK-2580,548,546
2021-038E,48357,STARLINK-2636,548,546
2021-038J,48361,STARLINK-2591,548,546
2021-038AY,48399,STARLINK-2587,548,546
2021-038BL,48411,STARLINK-2505,548,546
2021-041AG,48583,STARLINK-2237,549,546
2021-088D,49263,CUTE-LASP,566,538
2021-104N,49420,STARLINK-3110,541,538
2021-104R,49423,STARLINK-3149,541,538
2021-104AN,49444,STARLINK-3126,541,538
2021-115H,49731,STARLINK-3228,542,538
2021-115T,49741,STARLINK-3244,542,538
2021-115Y,49746,STARLINK-3233,542,538
2021-115AA,49748,STARLINK-3248,542,538
2022-001A,50803,STARLINK-3321,542,538
2022-001AW,50847,STARLINK-3319,541,539
2022-001AX,50848,STARLINK-3315,542,538
2022-001AY,50849,STARLINK-3311,541,538
2022-005G,51110,STARLINK-3344,542,538
2022-005P,51117,STARLINK-3391,542,538
2022-005AG,51134,STARLINK-3183,542,537
2022-016AV,51757,STARLINK-3459,542,538
2022-017J,51776,STARLINK-3608,542,538
2022-017AQ,51806,STARLINK-3581,542,538
2022-022P,51865,STARLINK-3503,542,538
2022-025U,51974,STARLINK-3672,541,538
2022-025AG,51986,STARLINK-3645,542,538
2022-025AV,51999,STARLINK-3667,541,538
2022-041X,52282,STARLINK-3783,542,538
2022-045C,52333,STARLINK-3847,541,538
2022-045K,52340,STARLINK-3818,541,538
2022-045Q,52345,STARLINK-3852,541,538
2022-051M,52544,STARLINK-3944,542,538
2022-052Z,52621,STARLINK-3984,542,538
2022-052BA,52646,STARLINK-3832,542,538
2022-076AQ,53024,STARLINK-4289,541,538
2022-083AG,53162,STARLINK-4114,541,538
2022-084AL,53223,STARLINK-4354,565,561
2022-086F,53247,STARLINK-4061,541,538
2022-086T,53259,STARLINK-4140,541,538
2022-086AD,53269,STARLINK-4057,541,538
2022-086AN,53278,STARLINK-4180,541,538
2022-086AU,53284,STARLINK-4172,541,538
2022-097A,53388,STARLINK-4522,542,538
2022-097Y,53410,STARLINK-4492,541,538
2022-097AU,53430,STARLINK-4538,541,539
2022-099L,53475,STARLINK-4389,564,562
2022-101X,53548,STARLINK-4513,541,539
2022-101AL,53561,STARLINK-4563,541,538
2022-104E,53592,STARLINK-4672,541,539
2022-104J,53596,STARLINK-4668,541,539
2022-104K,53597,STARLINK-4682,541,539
2022-104AP,53625,STARLINK-4603,541,538
2022-105AH,53679,STARLINK-4632,564,562
2022-105AR,53687,STARLINK-4569,564,562
2022-105AS,53688,STARLINK-4571,564,562
2022-105AU,53690,STARLINK-4570,565,561
2022-107Y,53722,STARLINK-4700,541,539
2022-107AC,53726,STARLINK-4697,541,538
2022-111H,53780,STARLINK-4678,541,538
2022-114M,53829,STARLINK-4759,541,539
2022-125A,53964,STARLINK-4633,541,538
2022-136Y,54073,STARLINK-5146,541,539
2004-047A,28485,SWIFT,550,536
2016-012D,41340,HORYU 4,561,543
2020-006BE,45096,STARLINK-1152,548,546
2020-012H,45185,STARLINK-1216,548,546
2020-012V,45197,STARLINK-1269,548,546
2020-019S,45376,STARLINK-1304,549,546
2020-019AQ,45398,STARLINK-1312,549,546
2020-025AE,45559,STARLINK-1344,548,546
2020-025AJ,45563,STARLINK-1355,548,546
2020-025AR,45570,STARLINK-1376,548,546
2020-035U,45675,STARLINK-1458,548,546
2020-035AQ,45695,STARLINK-1420,548,546
2020-038AL,45764,STARLINK-1502,548,546
2020-038BC,45780,STARLINK-1496,548,546
2020-055A,46027,STARLINK-1522,549,546
2020-055D,46030,STARLINK-1534,548,546
2020-055N,46039,STARLINK-1569,549,546
2020-055AX,46072,STARLINK-1539,548,546
2020-062E,46329,STARLINK-1695,548,546
2020-062G,46331,STARLINK-1719,548,546
2020-062AY,46371,STARLINK-1688,548,546
2020-062BL,46383,STARLINK-1770,548,546
2020-070G,46538,STARLINK-1678,549,546
2020-070AG,46562,STARLINK-1714,549,546
2020-070AM,46567,STARLINK-1741,549,546
2020-074H,46746,STARLINK-1905,549,546
2020-074AW,46783,STARLINK-1851,548,546
2020-074AX,46784,STARLINK-1882,548,546
2020-088C,47124,STARLINK-1785,548,546
2020-088P,47135,STARLINK-1845,548,546
2021-005Q,47363,STARLINK-2077,548,546
2021-005AD,47376,STARLINK-2096,548,546
2021-005AF,47378,STARLINK-2098,548,546
2021-005AN,47385,STARLINK-2105,548,546
2021-005BH,47404,STARLINK-2128,548,546
2021-005BJ,47405,STARLINK-2130,548,546
2021-009AU,47590,STARLINK-1995,548,546
2021-012G,47626,STARLINK-1761,548,546
2021-012R,47635,STARLINK-2012,548,546
2021-012AE,47648,STARLINK-2031,548,546
2021-012BA,47668,STARLINK-2059,548,546
2021-012BC,47670,STARLINK-2062,548,546
2021-017BC,47772,STARLINK-2195,548,546
2021-024P,47990,STARLINK-2307,548,546
2021-024BM,48036,STARLINK-2295,548,546
2021-027F,48097,STARLINK-2418,548,546
2021-038BF,48406,STARLINK-2568,548,546
2021-040X,48449,STARLINK-2655,549,546
2021-040AJ,48460,STARLINK-2582,549,546
2021-040AX,48473,STARLINK-2658,549,545
2021-040BE,48480,STARLINK-2690,549,546
2021-041P,48566,STARLINK-2214,549,546
2021-041AC,48579,STARLINK-2233,549,546
2021-104AE,49436,STARLINK-3049,541,538
2021-104AK,49441,STARLINK-3128,542,538
2021-104AM,49443,STARLINK-3136,542,538
2021-115Z,49747,STARLINK-3247,542,538
2021-125R,50171,STARLINK-3286,542,538
2021-125AR,50195,STARLINK-3266,542,538
2022-001M,50814,STARLINK-3324,542,538
2022-001AG,50833,STARLINK-3316,541,539
2022-005AX,51149,STARLINK-3360,542,538
2022-017AA,51792,STARLINK-3626,541,538
2022-022K,51861,STARLINK-3562,542,538
2022-029L,52098,STARLINK-3665,541,538
2022-029AC,52114,STARLINK-3737,541,538
2022-041L,52271,STARLINK-3788,541,538
2022-045A,52331,STARLINK-3889,542,538
2022-045N,52343,STARLINK-3849,542,538
2022-045V,52350,STARLINK-3754,541,538
2022-049H,52458,STARLINK-3898,541,538
2022-049Q,52465,STARLINK-3863,542,538
2022-051D,52536,STARLINK-3964,542,538
2022-052H,52605,STARLINK-4000,542,538
2022-053AA,52680,STARLINK-3774,542,538
2022-053AV,52699,STARLINK-3987,542,538
2022-062AL,52864,STARLINK-4267,542,538
2022-076C,52988,STARLINK-4291,542,538
2022-076K,52995,STARLINK-4296,542,538
2022-084AX,53234,STARLINK-4368,564,562
2022-086L,53252,STARLINK-4132,542,538
2022-086AC,53268,STARLINK-4109,541,539
2022-086AY,53288,STARLINK-4162,541,538
2022-097G,53394,STARLINK-4544,541,538
2022-097AE,53416,STARLINK-4480,542,538
2022-099N,53477,STARLINK-4412,564,562
2022-101P,53540,STARLINK-4486,541,538
2022-101AM,53562,STARLINK-4565,541,539
2022-104AZ,53635,STARLINK-4587,541,539
2022-105J,53656,STARLINK-4466,565,561
2022-105AE,53676,STARLINK-4621,564,562
2022-107AE,53728,STARLINK-4640,541,538
2022-107AY,53746,STARLINK-4589,541,538
2022-114Y,53840,STARLINK-4766,541,539
2022-114AA,53842,STARLINK-4754,541,539
2022-119G,53892,STARLINK-5046,544,541
2019-032C,44312,OBJECT C,567,547
2019-074BB,44762,STARLINK-1057,548,546
2020-001A,44914,STARLINK-1073,548,546
2020-001J,44922,STARLINK-1104,548,546
2020-001L,44924,STARLINK-1111,548,546
2020-001AB,44939,STARLINK-1083,548,546
2020-001AH,44945,STARLINK-1109,548,546
2020-012J,45186,STARLINK-1224,548,546
2020-012S,45194,STARLINK-1240,548,546
2020-019R,45375,STARLINK-1302,548,546
2020-025AF,45560,STARLINK-1346,548,546
2020-028B,45603,XINGYUN-2 02,567,554
2020-035AY,45703,STARLINK-1407,548,546
2020-035BD,45708,STARLINK-1418,548,546
2020-035BH,45712,STARLINK-1434,548,546
2020-055C,46029,STARLINK-1526,549,546
2020-055AJ,46059,STARLINK-1570,548,546
2020-055AP,46064,STARLINK-1583,549,546
2020-057G,46123,STARLINK-1605,548,546
2020-057V,46136,STARLINK-1643,549,546
2020-057AY,46163,STARLINK-1610,548,546
2020-062C,46327,STARLINK-1673,548,546
2020-062AC,46351,STARLINK-1646,548,546
2020-068V,46505,NETSAT-3,561,544
2020-070B,46533,STARLINK-1648,549,546
2020-070AD,46559,STARLINK-1681,549,546
2020-073D,46673,STARLINK-1717,548,546
2020-074BG,46793,STARLINK-1941,548,546
2020-081F,46910,LEMUR 2 WALLACE,555,549
2020-088AM,47157,STARLINK-1871,548,546
2020-088BD,47173,STARLINK-1890,548,546
2021-005N,47361,STARLINK-2071,548,546
2021-005AU,47391,STARLINK-2112,548,546
2021-005BC,47399,STARLINK-2121,548,546
2021-009C,47550,STARLINK-1909,548,546
2021-009N,47560,STARLINK-1959,548,546
2021-009BA,47596,STARLINK-2001,548,546
2021-012J,47628,STARLINK-1973,548,546
2021-012AZ,47667,STARLINK-2058,548,546
2021-017AR,47761,STARLINK-2179,548,546
2021-017BA,47770,STARLINK-2193,548,546
2021-018A,47787,STARLINK-2257,548,546
2021-021BB,47909,STARLINK-2369,548,546
2021-027AS,48132,STARLINK-2474,549,546
2021-027BB,48141,STARLINK-2484,549,546
2021-036A,48276,STARLINK-2567,548,546
2021-036L,48286,STARLINK-2547,548,546
2021-036V,48295,STARLINK-2535,548,546
2021-038C,48355,STARLINK-2635,548,546
2021-038M,48364,STARLINK-2611,548,546
2021-038T,48370,STARLINK-2621,548,546
2021-038AD,48380,STARLINK-2614,548,546
2021-040D,48431,STARLINK-2700,549,546
2021-040S,48444,STARLINK-2645,548,546
2021-040AA,48452,STARLINK-2703,549,546
2021-041AQ,48591,STARLINK-2248,548,546
2021-041AT,48594,STARLINK-2251,549,546
2021-044AR,48677,STARLINK-2719,549,546
2021-104B,49409,STARLINK-3075,541,538
2021-104AS,49448,STARLINK-3097,542,538
2021-115A,49724,STARLINK-3219,542,538
2021-115S,49740,STARLINK-3226,542,538
2021-115AN,49760,STARLINK-3199,542,538
2021-115AY,49770,STARLINK-3191,542,538
2022-001AP,50840,STARLINK-3295,542,538
2022-005E,51108,STARLINK-3362,542,538
2022-005T,51121,STARLINK-3399,542,537
2022-016G,51720,STARLINK-3526,542,538
2022-022B,51853,STARLINK-3539,541,538
2020-046Z,52035,MINOTAUR 4 DEB,567,554
2022-045AA,52355,STARLINK-3877,541,538
2022-053E,52660,STARLINK-4081,542,538
2022-062F,52835,STARLINK-4080,542,538
2022-077AN,53079,STARLINK-4327,565,561
2022-083E,53136,STARLINK-4152,542,538
2022-083T,53149,STARLINK-4021,542,538
2022-083AU,53174,STARLINK-4205,541,538
2022-083BD,53183,STARLINK-4268,541,538
2022-084C,53191,STARLINK-4369,564,562
2022-084AH,53220,STARLINK-4363,564,562
2022-084AW,53233,STARLINK-4372,565,561
2022-086E,53246,STARLINK-4131,541,538
2022-086AA,53266,STARLINK-4058,541,538
2022-086AR,53281,STARLINK-4182,541,538
2022-097Q,53402,STARLINK-4499,541,538
2022-099D,53468,STARLINK-4400,564,562
2022-099M,53476,STARLINK-4378,564,562
2022-099P,53478,STARLINK-4433,564,562
2022-099Q,53479,STARLINK-4436,564,562
2022-101H,53534,STARLINK-4488,541,538
2022-104R,53603,STARLINK-4692,541,538
2022-111C,53775,STARLINK-4722,541,539
2022-111AA,53797,STARLINK-4723,541,538
2022-114P,53831,STARLINK-4649,541,538
2022-114AJ,53850,STARLINK-4767,541,539
2022-114AP,53855,STARLINK-4703,541,539
2022-119T,53903,STARLINK-5022,541,538
1986-046A,16791,COSMOS 1758,557,533
2019-032F,44315,OBJECT F,565,541
2019-074E,44717,STARLINK-1011,549,546
2019-074AE,44741,STARLINK-1036,548,546
2019-074AZ,44760,STARLINK-1055,548,546
2019-074BG,44767,STARLINK-1062,548,546
2020-001G,44920,STARLINK-1102,543,538
2020-001AK,44947,STARLINK-1116,548,546
2020-001AX,44959,STARLINK-1076,548,546
2020-012A,45178,STARLINK-1138,548,546
2020-012BH,45233,STARLINK-1238,548,546
2020-019G,45366,STARLINK-1262,549,546
2020-019BK,45417,STARLINK-1286,549,546
2020-025P,45544,STARLINK-1373,548,546
2020-025BD,45582,STARLINK-1337,548,546
2020-035B,45658,STARLINK-1441,548,546
2020-035AK,45690,STARLINK-1414,548,546
2020-035AZ,45704,STARLINK-1409,548,546
2020-038AT,45771,STARLINK-1463,548,546
2020-055J,46035,STARLINK-1558,549,546
2020-055Y,46049,STARLINK-1530,549,546
2020-062R,46340,STARLINK-1759,548,546
2020-062W,46345,STARLINK-1767,548,546
2020-062AE,46353,STARLINK-1656,548,546
2020-070D,46535,STARLINK-1663,549,546
2020-070AC,46558,STARLINK-1680,549,546
2020-070AY,46578,STARLINK-1683,549,546
2020-070AZ,46579,STARLINK-1705,548,546
2020-073W,46690,STARLINK-1789,549,546
2020-074Q,46753,STARLINK-1922,548,546
2020-074BB,46788,STARLINK-1929,548,546
2020-088V,47141,STARLINK-1854,548,546
2021-005E,47353,STARLINK-2045,548,546
2021-005AG,47379,STARLINK-2099,548,546
2021-005AS,47389,STARLINK-2110,548,546
2021-009J,47556,STARLINK-1955,548,546
2021-009U,47566,STARLINK-1965,548,546
2021-009AS,47588,STARLINK-1993,548,546
2021-009AY,47594,STARLINK-1999,548,546
2021-012W,47640,STARLINK-2018,548,546
2021-017A,47722,STARLINK-2068,548,546
2021-017AJ,47754,STARLINK-2171,549,546
2021-018AN,47823,STARLINK-2408,548,546
2021-018BF,47840,STARLINK-2432,549,546
2021-018BL,47845,STARLINK-2453,548,546
2021-021P,47873,STARLINK-2329,549,546
2021-021AA,47884,STARLINK-2343,548,546
2021-021BA,47908,STARLINK-2368,548,546
2021-027Y,48114,STARLINK-2451,548,546
2021-036AP,48313,STARLINK-2541,548,546
2021-036BB,48325,STARLINK-2495,548,546
2021-038A,48353,STARLINK-2613,548,546
2021-038G,48359,STARLINK-2628,548,546
2021-038AK,48386,STARLINK-2606,548,546
2021-044Y,48660,STARLINK-2688,548,546
2021-044BE,48690,STARLINK-2740,548,546
2021-104T,49425,STARLINK-3139,542,538
2021-115U,49742,STARLINK-3202,542,538
2022-001F,50808,STARLINK-3355,542,538
2022-001K,50812,STARLINK-3338,542,538
2022-001Q,50817,STARLINK-3341,542,538
2022-005AM,51139,STARLINK-3172,542,538
2022-005AT,51145,STARLINK-3365,541,539
2022-016AD,51741,STARLINK-3520,542,538
2022-017AU,51810,STARLINK-3613,542,538
2022-022AW,51896,STARLINK-3593,542,538
2022-041D,52264,STARLINK-3795,542,538
2022-049AF,52480,STARLINK-3839,541,538
2022-053AZ,52703,STARLINK-4020,542,538
2022-076AK,53019,STARLINK-4282,541,538
2022-076AL,53020,STARLINK-4287,541,538
2022-076AR,53025,STARLINK-4218,541,538
2022-077J,53051,STARLINK-4336,564,562
2022-083G,53138,STARLINK-4141,541,538
2022-086V,53261,STARLINK-4062,541,538
2022-086AF,53271,STARLINK-4069,541,538
2022-105Q,53662,STARLINK-4357,565,561
2022-107AU,53742,STARLINK-4637,541,539
2022-111G,53779,STARLINK-4706,541,538
2022-114Z,53841,STARLINK-4750,541,538
2022-114AM,53853,STARLINK-4794,546,544
1962-002C,228,DELTA 1 DEB (YO),563,544
2004-012A,28220,TANSUO 1,566,549
2005-031D,28812,SL-24 DEB,550,537
2019-032D,44313,OBJECT D,564,543
2019-032E,44314,OBJECT E,567,546
2019-074C,44715,STARLINK-1009,548,546
2019-089J,44860,LEMUR 2 HIMOMANDDAD,553,547
2019-089K,44861,LEMUR 2 PAPPY,554,548
2020-001E,44918,STARLINK-1099,548,546
2020-001N,44926,STARLINK-1113,551,549
2020-001BC,44964,STARLINK-1086,548,546
2020-003A,45016,JILIN-01 KUANFU 01,536,534
2020-006AP,45081,STARLINK-1151,548,546
2020-006BK,45101,STARLINK-1194,548,546
2020-012B,45179,STARLINK-1143,548,546
2020-012F,45183,STARLINK-1202,548,546
2020-012K,45187,STARLINK-1225,548,546
2020-012M,45189,STARLINK-1230,548,546
2020-012Q,45192,STARLINK-1237,548,546
2020-012R,45193,STARLINK-1239,548,546
2020-012X,45199,STARLINK-1197,548,546
2020-012BK,45235,STARLINK-1246,548,546
2020-019BB,45409,STARLINK-1282,549,546
2020-025H,45538,STARLINK-1362,549,546
2020-025L,45541,STARLINK-1369,548,546
2020-025AM,45566,STARLINK-1358,548,546
2020-025AX,45576,STARLINK-1328,548,546
2020-025BB,45580,STARLINK-1333,548,546
2020-035J,45665,STARLINK-1448,548,546
2020-035M,45668,STARLINK-1451,548,546
2020-035Y,45679,STARLINK-1394,548,546
2020-035BE,45709,STARLINK-1421,548,546
2020-038AD,45757,STARLINK-1486,549,546
2020-055B,46028,STARLINK-1523,549,546
2020-055E,46031,STARLINK-1544,549,546
2020-055P,46040,STARLINK-1576,548,546
2020-055AK,46060,STARLINK-1572,548,546
2020-055AL,46061,STARLINK-1573,549,546
2020-055BJ,46083,STARLINK-1579,548,546
2020-057X,46138,STARLINK-1590,548,546
2020-062Z,46348,STARLINK-1553,548,546
2020-062AA,46349,STARLINK-1575,548,546
2020-062AG,46355,STARLINK-1661,548,546
2020-062AH,46356,STARLINK-1665,548,546
2020-062AK,46358,STARLINK-1690,548,546
2020-062AN,46361,STARLINK-1722,548,546
2020-062AX,46370,STARLINK-1670,548,546
2020-073BA,46718,STARLINK-1821,548,546
2021-005G,47355,STARLINK-2047,548,546
2021-005H,47356,STARLINK-2049,548,546
2021-005M,47360,STARLINK-2070,548,546
2021-005P,47362,STARLINK-2076,548,546
2021-005T,47366,STARLINK-2081,548,546
2021-009S,47564,STARLINK-1963,548,546
2021-009Z,47571,STARLINK-1970,548,546
2021-009AG,47578,STARLINK-1980,548,546
2021-009AK,47581,STARLINK-1984,548,546
2021-012T,47637,STARLINK-2014,548,546
2021-012AD,47647,STARLINK-2030,548,546
2021-012AX,47665,STARLINK-2056,548,546
2021-012BG,47674,STARLINK-2067,548,546
2021-012BK,47677,STARLINK-2090,548,546
2021-017J,47730,STARLINK-2140,549,546
2021-017W,47742,STARLINK-2156,549,546
2021-018AS,47827,STARLINK-2413,548,546
2021-018AZ,47834,STARLINK-2424,549,546
2021-024Y,47999,STARLINK-2218,548,546
2021-024AE,48005,STARLINK-2254,548,546
2021-024AU,48019,STARLINK-2285,548,546
2021-024AX,48022,STARLINK-2298,548,546
2021-024BF,48030,STARLINK-2268,548,546
2021-027G,48098,STARLINK-2421,549,546
2021-027J,48100,STARLINK-2430,549,545
2021-027AG,48122,STARLINK-2463,549,546
2021-027BF,48145,STARLINK-2488,549,546
2021-036AA,48300,STARLINK-2538,548,546
2021-036AR,48315,STARLINK-2506,548,546
2021-036BM,48335,STARLINK-2441,548,546
2021-038L,48363,STARLINK-2626,548,546
2021-040Q,48442,STARLINK-2644,549,546
2021-040AV,48471,STARLINK-2684,549,546
2021-040BH,48483,STARLINK-2531,548,546
2021-040BK,48485,STARLINK-2500,549,546
1994-074EE,48503,RESURS O1 DEB,548,545
2021-044Q,48652,STARLINK-2727,549,546
2021-044AS,48678,STARLINK-2615,548,546
2021-044AW,48682,STARLINK-2743,548,546
2021-044BH,48693,STARLINK-2618,548,546
2021-044BM,48697,STARLINK-2715,548,546
1994-074FY,49244,RESURS O1 DEB,560,555
2021-104K,49417,STARLINK-3154,542,538
2021-104AD,49435,STARLINK-3117,541,538
2021-104BD,49459,STARLINK-3141,541,538
2021-104BE,49460,STARLINK-3140,541,538
2021-115K,49733,STARLINK-3252,542,538
2021-115M,49735,STARLINK-3113,541,538
2021-115X,49745,STARLINK-3241,542,538
2021-115AK,49757,STARLINK-3197,541,538
2021-115AP,49761,STARLINK-3203,541,538
2021-125F,50161,STARLINK-3304,542,537
2021-125N,50168,STARLINK-3296,542,538
2021-125AB,50181,STARLINK-3285,542,538
2021-125AN,50192,STARLINK-3259,542,538
2021-125AU,50198,STARLINK-3264,541,538
2022-001B,50804,STARLINK-3323,542,538
2022-001P,50816,STARLINK-3342,542,538
2022-001R,50818,STARLINK-3336,541,538
2022-001T,50820,STARLINK-3339,542,538
2022-001AA,50827,STARLINK-3329,541,538
2022-001AB,50828,STARLINK-3290,542,538
2022-001AN,50839,STARLINK-3320,541,538
2022-005A,51104,STARLINK-3366,542,538
2022-005D,51107,STARLINK-3368,542,538
2022-005R,51119,STARLINK-3390,542,538
2022-005AH,51135,STARLINK-3363,542,537
2022-005AQ,51142,STARLINK-3369,542,538
2022-005AU,51146,STARLINK-3354,542,538
2022-010F,51461,STARLINK-3181,541,538
2022-010K,51465,STARLINK-3401,542,537
2022-016B,51715,STARLINK-3533,542,538
2022-016M,51725,STARLINK-3522,542,538
2022-016AG,51744,STARLINK-3452,542,538
2022-017B,51769,STARLINK-3621,541,538
2022-017T,51785,STARLINK-3646,542,538
2022-017AC,51794,STARLINK-3573,542,538
2022-017AV,51811,STARLINK-3569,542,538
2022-022AL,51886,STARLINK-3565,542,538
2022-029H,52095,STARLINK-3701,541,538
2022-029AK,52121,STARLINK-3678,541,538
2022-029AQ,52126,STARLINK-3732,541,538
2022-029AV,52131,STARLINK-3711,541,538
2022-041AX,52306,STARLINK-3747,541,538
2022-041BA,52309,STARLINK-3756,541,538
2022-045AN,52367,STARLINK-3817,541,538
2022-045AV,52374,STARLINK-3762,541,538
2022-049J,52459,STARLINK-3856,541,538
2022-049K,52460,STARLINK-3865,541,538
2022-049Z,52474,STARLINK-3855,542,538
2022-049AB,52476,STARLINK-3835,542,538
2022-049AC,52477,STARLINK-3860,542,538
2022-049AG,52481,STARLINK-3842,541,538
2022-049BE,52503,STARLINK-3861,541,538
2022-051H,52540,STARLINK-3940,542,538
2022-051AP,52570,STARLINK-3924,541,538
2022-051AT,52577,STARLINK-3836,541,538
2022-052L,52608,STARLINK-3979,542,537
2022-052Y,52620,STARLINK-3975,542,538
2022-052AF,52627,STARLINK-3992,542,538
2022-052BE,52650,STARLINK-3891,542,538
2022-053F,52661,STARLINK-4042,542,538
2022-053T,52673,STARLINK-3976,542,538
2022-053AM,52691,STARLINK-3945,541,538
2022-062AX,52875,STARLINK-4193,541,538
2022-076D,52989,STARLINK-4293,542,538
2022-076F,52991,STARLINK-4285,542,538
2022-076R,53001,STARLINK-4190,541,538
2022-076AA,53010,STARLINK-4263,541,538
2022-076AB,53011,STARLINK-4265,541,538
2022-076AC,53012,STARLINK-4271,541,538
2022-076AE,53014,STARLINK-4183,541,538
2022-077G,53049,STARLINK-4345,563,563
2022-083D,53135,STARLINK-4023,542,538
2022-083N,53144,STARLINK-4100,542,538
2022-083AD,53159,STARLINK-4111,542,538
2022-083AK,53165,STARLINK-4090,541,538
2022-083AM,53167,STARLINK-3683,541,538
2022-086K,53251,STARLINK-4129,541,538
2022-086U,53260,STARLINK-4136,541,538
2022-086AJ,53274,STARLINK-4050,541,538
2022-086AW,53286,STARLINK-4165,541,538
2022-086BA,53290,STARLINK-4149,541,538
2022-086BC,53292,STARLINK-4159,541,538
2022-097B,53389,STARLINK-4523,542,538
2022-097C,53390,STARLINK-4517,542,538
2022-097F,53393,STARLINK-4530,542,538
2022-097M,53399,STARLINK-4528,541,538
2022-097X,53409,STARLINK-4490,541,539
2022-097Z,53411,STARLINK-4497,542,538
2022-097AA,53412,STARLINK-4496,542,538
2022-097AB,53413,STARLINK-4500,541,538
2022-097AC,53414,STARLINK-4304,541,538
2022-097AD,53415,STARLINK-4479,541,538
2022-097AG,53418,STARLINK-4481,541,538
2022-097AJ,53420,STARLINK-4552,541,538
2022-097AL,53422,STARLINK-4546,542,538
2022-097AQ,53426,STARLINK-4558,541,539
2022-097AS,53428,STARLINK-4540,541,539
2022-097AT,53429,STARLINK-4543,541,539
2022-097AV,53431,STARLINK-4548,541,539
2022-097BC,53438,STARLINK-4526,541,538
2022-099E,53469,STARLINK-4399,564,562
2022-099F,53470,STARLINK-4393,564,562
2022-099J,53473,STARLINK-4383,564,562
2022-099V,53484,STARLINK-4426,565,561
2022-099AJ,53497,STARLINK-4453,565,561
2022-099AL,53499,STARLINK-4454,564,562
2022-099AP,53502,STARLINK-4435,565,561
2022-099AR,53504,STARLINK-4448,564,562
2022-101A,53527,STARLINK-4511,541,538
2022-101B,53528,STARLINK-4503,541,538
2022-101C,53529,STARLINK-4478,541,539
2022-101N,53539,STARLINK-4123,541,538
2022-101S,53543,STARLINK-4297,541,539
2022-101AA,53551,STARLINK-4514,541,539
2022-101AH,53558,STARLINK-4494,541,539
2022-101AP,53564,STARLINK-4577,541,539
2022-101AW,53571,STARLINK-4584,541,539
2022-101BB,53576,STARLINK-4581,541,538
2022-101BE,53579,STARLINK-4580,541,538
2022-104D,53591,STARLINK-4674,541,539
2022-104G,53594,STARLINK-4681,541,539
2022-104N,53600,STARLINK-4677,541,538
2022-104Q,53602,STARLINK-4648,541,538
2022-104V,53607,STARLINK-4591,541,538
2022-104AG,53618,STARLINK-4604,541,538
2022-104AS,53628,STARLINK-4600,541,538
2022-104AT,53629,STARLINK-4602,541,538
2022-104AU,53630,STARLINK-4598,541,539
2022-104AX,53633,STARLINK-4593,541,539
2022-104BD,53639,STARLINK-4422,541,539
2022-105E,53652,STARLINK-4374,565,561
2022-105K,53657,STARLINK-4469,565,561
2022-105S,53664,STARLINK-4471,565,561
2022-105U,53666,STARLINK-4449,565,561
2022-105AA,53672,STARLINK-4428,565,561
2022-105AG,53678,STARLINK-4418,564,562
2022-107D,53703,STARLINK-4731,541,539
2022-107G,53706,STARLINK-4716,541,539
2022-107M,53711,STARLINK-4627,546,544
2022-107S,53716,STARLINK-4699,541,539
2022-107U,53718,STARLINK-4695,541,538
2022-107X,53721,STARLINK-4707,541,538
2022-107Z,53723,STARLINK-4705,541,538
2022-107AF,53729,STARLINK-4651,541,538
2022-107AH,53731,STARLINK-4636,541,538
2022-107AJ,53732,STARLINK-4661,541,538
2022-107AQ,53738,STARLINK-4662,541,539
2022-107AS,53740,STARLINK-4607,541,539
2022-107AX,53745,STARLINK-4656,541,539
2022-107BB,53749,STARLINK-4680,541,538
2022-111Q,53787,STARLINK-4743,541,538
2022-111S,53789,STARLINK-4666,541,538
2022-111V,53792,STARLINK-4739,541,538
2022-111AC,53799,STARLINK-4710,541,539
2022-114A,53818,STARLINK-4749,541,538
2022-114C,53820,STARLINK-4758,541,538
2022-114K,53827,STARLINK-4764,541,539
2022-114L,53828,STARLINK-4760,541,538
