INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
2020-085AE,46957,PAYLOAD,SPACEBEENZ-2,NZ,2020-11-20,RLLC,,92.89,97.45,422,411,,,0,SMALL,8273,2020,85,AE,Y,SPACEBEENZ-2,2020-085AE,46957
2020-085AG,46959,PAYLOAD,SPACEBEENZ-1,NZ,2020-11-20,RLLC,,92.75,97.45,414,404,,,0,SMALL,8273,2020,85,AG,Y,SPACEBEENZ-1,2020-085AG,46959
1997-051ACE,46972,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,99.79,86.39,757,740,,,0,SMALL,8273,1997,51,ACE,Y,IRIDIUM 33 DEB,1997-051ACE,46972
1997-051ACL,46978,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,97.82,86.23,683,626,,,0,SMALL,8273,1997,51,ACL,Y,IRIDIUM 33 DEB,1997-051ACL,46978
1997-051ACR,46983,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,97.03,86.36,621,612,,,0,SMALL,8273,1997,51,ACR,Y,IRIDIUM 33 DEB,1997-051ACR,46983
1999-025FAE,47004,DEBRIS,FENGYUN 1C DEB *,PRC,1999-05-10,TSC,,102.3,99.15,922,813,,,0,SMALL,8273,1999,25,FAE,Y,FENGYUN 1C DEB *,1999-025FAE,47004
1999-025FBL,47034,DEBRIS,FENGYUN 1C DEB *,PRC,1999-05-10,TSC,,99.97,98.03,907,607,,,0,SMALL,8273,1999,25,FBL,Y,FENGYUN 1C DEB *,1999-025FBL,47034
1993-036BXR,47061,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.51,74.02,727,647,,,0,SMALL,8273,1993,36,BXR,Y,COSMOS 2251 DEB,1993-036BXR,47061
1993-036BXT,47063,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,95.86,73.97,568,552,,,0,SMALL,8273,1993,36,BXT,Y,COSMOS 2251 DEB,1993-036BXT,47063
1991-056DC,47078,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,108.52,82.56,1191,1125,,,0,SMALL,8273,1991,56,DC,Y,SL-14 DEB,1991-056DC,47078
1991-056DE,47080,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,105.57,82.53,1157,886,,,0,SMALL,8273,1991,56,DE,Y,SL-14 DEB,1991-056DE,47080
1991-056DN,47088,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,110.59,82.64,1421,1087,,,0,SMALL,8273,1991,56,DN,Y,SL-14 DEB,1991-056DN,47088
1991-056DP,47089,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,107.61,82.6,1256,977,,,0,SMALL,8273,1991,56,DP,Y,SL-14 DEB,1991-056DP,47089
1991-056DR,47091,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,109.2,82.6,1196,1184,,,0,SMALL,8273,1991,56,DR,Y,SL-14 DEB,1991-056DR,47091
1991-056DS,47092,DEBRIS,SL-14 DEB,CIS,1991-08-15,PKMTR,,107.69,82.57,1191,1049,,,0,SMALL,8273,1991,56,DS,Y,SL-14 DEB,1991-056DS,47092
1999-025FBZ,47101,DEBRIS,FENGYUN 1C DEB *,PRC,1999-05-10,TSC,,103.19,98.8,1023,796,,,0,SMALL,8273,1999,25,FBZ,Y,FENGYUN 1C DEB *,1999-025FBZ,47101
1999-025FCB,47103,DEBRIS,FENGYUN 1C DEB *,PRC,1999-05-10,TSC,,102.79,97.95,1022,759,,3.0,0,SMALL,8273,1999,25,FCB,Y,FENGYUN 1C DEB *,1999-025FCB,47103
1992-052N,47107,DEBRIS,ARIANE 42P DEB,FR,1992-08-10,FRGUI,,112.52,66.07,1396,1289,,,0,SMALL,8273,1992,52,N,Y,ARIANE 42P DEB,1992-052N,47107
2013-076AF,47110,DEBRIS,COSMOS 2491 DEB,CIS,2013-12-25,PKMTR,,115.0,82.46,1532,1379,,,0,SMALL,8273,2013,76,AF,Y,COSMOS 2491 DEB,2013-076AF,47110
2011-037NH,47112,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,117.58,51.41,2702,443,,,0,SMALL,8273,2011,37,NH,Y,FREGAT DEB,2011-037NH,47112
2020-088G,47128,PAYLOAD,STARLINK-1837,US,2020-11-25,AFETR,,95.59,53.05,548,546,,,0,LARGE,8273,2020,88,G,Y,STARLINK-1837,2020-088G,47128
2020-088J,47130,PAYLOAD,STARLINK-1839,US,2020-11-25,AFETR,,92.62,53.05,404,402,,,0,LARGE,8273,2020,88,J,Y,STARLINK-1839,2020-088J,47130
2020-088Y,47144,PAYLOAD,STARLINK-1857,US,2020-11-25,AFETR,,95.59,53.05,548,546,,,0,LARGE,8273,2020,88,Y,Y,STARLINK-1857,2020-088Y,47144
2020-088AB,47147,PAYLOAD,STARLINK-1860,US,2020-11-25,AFETR,,95.59,53.05,548,546,,,0,LARGE,8273,2020,88,AB,Y,STARLINK-1860,2020-088AB,47147
2020-088AD,47149,PAYLOAD,STARLINK-1862,US,2020-11-25,AFETR,,95.59,53.05,548,546,,,0,LARGE,8273,2020,88,AD,Y,STARLINK-1862,2020-088AD,47149
2020-088AE,47150,PAYLOAD,STARLINK-1863,US,2020-11-25,AFETR,,95.59,53.05,549,546,,,0,LARGE,8273,2020,88,AE,Y,STARLINK-1863,2020-088AE,47150
2020-088AG,47152,PAYLOAD,STARLINK-1866,US,2020-11-25,AFETR,,95.59,53.05,548,546,,,0,LARGE,8273,2020,88,AG,Y,STARLINK-1866,2020-088AG,47152
2020-088AW,47166,PAYLOAD,STARLINK-1881,US,2020-11-25,AFETR,,92.13,53.04,381,377,,,0,LARGE,8273,2020,88,AW,Y,STARLINK-1881,2020-088AW,47166
2020-088BA,47170,PAYLOAD,STARLINK-1887,US,2020-11-25,AFETR,,95.59,53.05,548,546,,,0,LARGE,8273,2020,88,BA,Y,STARLINK-1887,2020-088BA,47170
2020-088BB,47171,PAYLOAD,STARLINK-1888,US,2020-11-25,AFETR,,95.59,53.06,548,546,,,0,LARGE,8273,2020,88,BB,Y,STARLINK-1888,2020-088BB,47171
2020-088BE,47174,PAYLOAD,STARLINK-1891,US,2020-11-25,AFETR,,95.59,53.05,548,546,,,0,LARGE,8273,2020,88,BE,Y,STARLINK-1891,2020-088BE,47174
2020-088BH,47177,PAYLOAD,STARLINK-1907,US,2020-11-25,AFETR,,95.59,53.05,549,546,,,0,LARGE,8273,2020,88,BH,Y,STARLINK-1907,2020-088BH,47177
1994-074CM,47199,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,95.58,97.87,551,542,,,0,SMALL,8273,1994,74,CM,Y,RESURS O1 DEB,1994-074CM,47199
1994-074CP,47201,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,95.75,97.95,557,553,,,0,SMALL,8273,1994,74,CP,Y,RESURS O1 DEB,1994-074CP,47201
1994-074CQ,47204,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,94.63,97.85,503,498,,,0,SMALL,8273,1994,74,CQ,Y,RESURS O1 DEB,1994-074CQ,47204
1994-074CT,47207,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,95.37,97.89,538,535,,,0,SMALL,8273,1994,74,CT,Y,RESURS O1 DEB,1994-074CT,47207
1994-074CV,47209,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,96.07,97.83,572,569,,,0,SMALL,8273,1994,74,CV,Y,RESURS O1 DEB,1994-074CV,47209
1994-074CW,47210,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,94.64,97.81,503,499,,,0,SMALL,8273,1994,74,CW,Y,RESURS O1 DEB,1994-074CW,47210
1994-074CZ,47214,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,96.4,97.87,588,584,,,0,SMALL,8273,1994,74,CZ,Y,RESURS O1 DEB,1994-074CZ,47214
1994-074DA,47215,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,95.92,97.89,565,561,,,0,SMALL,8273,1994,74,DA,Y,RESURS O1 DEB,1994-074DA,47215
1994-074DD,47218,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,95.8,97.85,559,555,,,0,SMALL,8273,1994,74,DD,Y,RESURS O1 DEB,1994-074DD,47218
1994-074DE,47219,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,94.49,97.92,495,493,,,0,SMALL,8273,1994,74,DE,Y,RESURS O1 DEB,1994-074DE,47219
1994-074DF,47220,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,95.03,97.87,521,519,,,0,SMALL,8273,1994,74,DF,Y,RESURS O1 DEB,1994-074DF,47220
1994-074DJ,47223,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,95.87,97.84,563,558,,,0,SMALL,8273,1994,74,DJ,Y,RESURS O1 DEB,1994-074DJ,47223
1994-074DL,47225,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,94.44,97.84,493,490,,,0,SMALL,8273,1994,74,DL,Y,RESURS O1 DEB,1994-074DL,47225
2020-092B,47232,ROCKET BODY,CZ-3B R/B,PRC,2020-12-06,XSC,,92.42,97.31,432,355,,,0,LARGE,8273,2020,92,B,Y,CZ-3B R/B,2020-092B,47232
2020-098A,47253,PAYLOAD,STRIX-ALPHA,JPN,2020-12-15,RLLC,,93.95,97.3,473,461,,,0,MEDIUM,8273,2020,98,A,Y,STRIX-ALPHA,2020-098A,47253
2020-100AA,47282,PAYLOAD,ONEWEB-0136,UK,2020-12-18,VOSTO,,109.72,87.89,1215,1212,,,0,LARGE,8273,2020,100,AA,Y,ONEWEB-0136,2020-100AA,47282
2020-100AK,47291,PAYLOAD,ONEWEB-0145,UK,2020-12-18,VOSTO,,109.72,87.9,1215,1213,,,0,LARGE,8273,2020,100,AK,Y,ONEWEB-0145,2020-100AK,47291
2020-100AL,47292,PAYLOAD,ONEWEB-0146,UK,2020-12-18,VOSTO,,109.72,87.89,1215,1212,,,0,LARGE,8273,2020,100,AL,Y,ONEWEB-0146,2020-100AL,47292
2020-102A,47296,PAYLOAD,YUANGUANG,PRC,2020-12-22,WSC,,94.36,97.43,493,482,,,0,MEDIUM,8273,2020,102,A,Y,YUANGUANG,2020-102A,47296
2020-102E,47300,PAYLOAD,ET-SMART-RSS,PRC,2020-12-22,WSC,,93.94,97.44,471,464,,,0,MEDIUM,8273,2020,102,E,Y,ET-SMART-RSS,2020-102E,47300
2020-102F,47301,ROCKET BODY,CZ-8 R/B,PRC,2020-12-22,WSC,,91.93,97.47,404,334,,,0,LARGE,8273,2020,102,F,Y,CZ-8 R/B,2020-102F,47301
2020-103C,47304,ROCKET BODY,CZ-4C R/B,PRC,2020-12-27,JSC,,96.61,98.3,676,517,,,0,LARGE,8273,2020,103,C,Y,CZ-4C R/B,2020-103C,47304
2021-002B,47310,PAYLOAD,POLARCUBE,US,2021-01-17,WRAS,,93.62,60.68,476,427,,,0,SMALL,8273,2021,2,B,Y,POLARCUBE,2021-002B,47310
2021-002E,47313,PAYLOAD,PROMETHEUS 2-11,US,2021-01-17,WRAS,,93.37,60.68,464,415,,,0,SMALL,8273,2021,2,E,Y,PROMETHEUS 2-11,2021-002E,47313
2021-002F,47314,PAYLOAD,MITEE 1,US,2021-01-17,WRAS,,93.53,60.68,472,423,,,0,SMALL,8273,2021,2,F,Y,MITEE 1,2021-002F,47314
2021-002H,47316,ROCKET BODY,LAUNCHERONE R/B,US,2021-01-17,WRAS,,92.66,60.69,447,363,,,0,LARGE,8273,2021,2,H,Y,LAUNCHERONE R/B,2021-002H,47316
2021-002J,47317,UNKNOWN,OBJECT J,US,2021-01-17,WRAS,,94.22,60.68,510,451,,,0,SMALL,8273,2021,2,J,Y,OBJECT J,2021-002J,47317
2021-002K,47318,UNKNOWN,OBJECT K,US,2021-01-17,WRAS,,94.22,60.68,510,452,,,0,SMALL,8273,2021,2,K,Y,OBJECT K,2021-002K,47318
1994-074DN,47324,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,95.06,97.88,525,518,,,0,SMALL,8273,1994,74,DN,Y,RESURS O1 DEB,1994-074DN,47324
1994-074DQ,47326,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,96.0,97.95,569,565,,,0,SMALL,8273,1994,74,DQ,Y,RESURS O1 DEB,1994-074DQ,47326
1994-074DR,47327,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,95.02,97.86,522,517,,,0,SMALL,8273,1994,74,DR,Y,RESURS O1 DEB,1994-074DR,47327
1994-074DS,47328,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,94.81,97.87,515,503,,,0,SMALL,8273,1994,74,DS,Y,RESURS O1 DEB,1994-074DS,47328
1994-074DT,47329,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,95.29,97.86,534,531,,,0,SMALL,8273,1994,74,DT,Y,RESURS O1 DEB,1994-074DT,47329
2011-037NM,47330,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,125.63,51.44,3412,449,,,0,SMALL,8273,2011,37,NM,Y,FREGAT DEB,2011-037NM,47330
2011-037NN,47331,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,118.17,51.41,2834,363,,,0,SMALL,8273,2011,37,NN,Y,FREGAT DEB,2011-037NN,47331
2011-037NT,47336,DEBRIS,FREGAT DEB,CIS,2011-07-18,TTMTR,,123.0,51.65,2904,725,,,0,SMALL,8273,2011,37,NT,Y,FREGAT DEB,2011-037NT,47336
2021-002N,47345,PAYLOAD,PROMETHEUS 2-8,US,2021-01-17,WRAS,,93.35,60.68,463,414,,,0,SMALL,8273,2021,2,N,Y,PROMETHEUS 2-8,2021-002N,47345
2021-004B,47347,ROCKET BODY,ELECTRON KICK STAGE R/B,US,2021-01-20,RLLC,,101.37,90.03,1192,455,,,0,MEDIUM,8273,2021,4,B,Y,ELECTRON KICK STAGE R/B,2021-004B,47347
2021-005C,47351,PAYLOAD,STARLINK-2017,US,2021-01-20,AFETR,,95.59,53.05,548,546,,,0,LARGE,8273,2021,5,C,Y,STARLINK-2017,2021-005C,47351
2021-005J,47357,PAYLOAD,STARLINK-2050,US,2021-01-20,AFETR,,95.59,53.05,548,546,,,0,LARGE,8273,2021,5,J,Y,STARLINK-2050,2021-005J,47357
2021-005W,47369,PAYLOAD,STARLINK-2085,US,2021-01-20,AFETR,,95.59,53.05,548,546,,,0,LARGE,8273,2021,5,W,Y,STARLINK-2085,2021-005W,47369
2021-005AB,47374,PAYLOAD,STARLINK-2093,US,2021-01-20,AFETR,,95.59,53.06,548,546,,,0,LARGE,8273,2021,5,AB,Y,STARLINK-2093,2021-005AB,47374
2021-005AE,47377,PAYLOAD,STARLINK-2097,US,2021-01-20,AFETR,,95.59,53.06,548,546,,,0,LARGE,8273,2021,5,AE,Y,STARLINK-2097,2021-005AE,47377
2021-005AH,47380,PAYLOAD,STARLINK-2100,US,2021-01-20,AFETR,,95.59,53.06,548,546,,,0,LARGE,8273,2021,5,AH,Y,STARLINK-2100,2021-005AH,47380
2021-005AR,47388,PAYLOAD,STARLINK-2109,US,2021-01-20,AFETR,,95.59,53.06,549,546,,,0,LARGE,8273,2021,5,AR,Y,STARLINK-2109,2021-005AR,47388
2021-005AT,47390,PAYLOAD,STARLINK-2111,US,2021-01-20,AFETR,,95.59,53.05,548,546,,,0,LARGE,8273,2021,5,AT,Y,STARLINK-2111,2021-005AT,47390
2021-005BF,47402,PAYLOAD,STARLINK-2124,US,2021-01-20,AFETR,,95.59,53.06,548,546,,,0,LARGE,8273,2021,5,BF,Y,STARLINK-2124,2021-005BF,47402
2021-006N,47425,PAYLOAD,SPACEBEE-52,US,2021-01-24,AFETR,,93.2,97.42,436,427,,,0,SMALL,8273,2021,6,N,Y,SPACEBEE-52,2021-006N,47425
2021-006P,47426,PAYLOAD,SPACEBEE-46,US,2021-01-24,AFETR,,93.67,97.42,460,449,,,0,SMALL,8273,2021,6,P,Y,SPACEBEE-46,2021-006P,47426
2021-006Q,47427,PAYLOAD,SPACEBEE-47,US,2021-01-24,AFETR,,93.73,97.42,463,452,,,0,SMALL,8273,2021,6,Q,Y,SPACEBEE-47,2021-006Q,47427
2021-006R,47428,PAYLOAD,SPACEBEE-59,US,2021-01-24,AFETR,,93.79,97.42,466,454,,,0,SMALL,8273,2021,6,R,Y,SPACEBEE-59,2021-006R,47428
2021-006T,47430,PAYLOAD,ASTROCAST-0101,SWTZ,2021-01-24,AFETR,,95.03,97.42,527,514,,,0,MEDIUM,8273,2021,6,T,Y,ASTROCAST-0101,2021-006T,47430
2021-006U,47431,PAYLOAD,SPACEBEE-61,US,2021-01-24,AFETR,,94.19,97.42,482,477,,,0,SMALL,8273,2021,6,U,Y,SPACEBEE-61,2021-006U,47431
2021-006W,47433,PAYLOAD,SPACEBEE-60,US,2021-01-24,AFETR,,94.18,97.42,482,477,,,0,SMALL,8273,2021,6,W,Y,SPACEBEE-60,2021-006W,47433
2021-006X,47434,PAYLOAD,SPACEBEE-53,US,2021-01-24,AFETR,,93.87,97.42,466,461,,,0,SMALL,8273,2021,6,X,Y,SPACEBEE-53,2021-006X,47434
2021-006Y,47435,PAYLOAD,RIDESHARE ADAPTER,US,2021-01-24,AFETR,,95.01,97.42,528,510,,,0,LARGE,8273,2021,6,Y,Y,RIDESHARE ADAPTER,2021-006Y,47435
2021-006AD,47440,PAYLOAD,AII-CHARLIE,LTU,2021-01-24,AFETR,,94.77,97.41,514,501,,,0,SMALL,8273,2021,6,AD,Y,AII-CHARLIE,2021-006AD,47440
2021-006AG,47443,PAYLOAD,SPACEBEE-50,US,2021-01-24,AFETR,,94.22,97.42,483,478,,,0,SMALL,8273,2021,6,AG,Y,SPACEBEE-50,2021-006AG,47443
2021-006AH,47444,PAYLOAD,SPACEBEE-51,US,2021-01-24,AFETR,,93.79,97.42,463,458,,,0,SMALL,8273,2021,6,AH,Y,SPACEBEE-51,2021-006AH,47444
2021-006AM,47448,PAYLOAD,CUBEL,GER,2021-01-24,AFETR,,95.06,97.42,529,514,,,0,SMALL,8273,2021,6,AM,Y,CUBEL,2021-006AM,47448
2021-006AQ,47451,PAYLOAD,SPACEBEE-41,US,2021-01-24,AFETR,,93.79,97.42,464,456,,,0,SMALL,8273,2021,6,AQ,Y,SPACEBEE-41,2021-006AQ,47451
2021-006AR,47452,PAYLOAD,FLOCK 4S 22,US,2021-01-24,AFETR,,94.72,97.42,511,499,,,0,SMALL,8273,2021,6,AR,Y,FLOCK 4S 22,2021-006AR,47452
2021-006AU,47455,PAYLOAD,SPACEBEE-42,US,2021-01-24,AFETR,,93.82,97.41,466,457,,,0,SMALL,8273,2021,6,AU,Y,SPACEBEE-42,2021-006AU,47455
2021-006AV,47456,PAYLOAD,FLOCK 4S 21,US,2021-01-24,AFETR,,94.72,97.42,511,499,,,0,SMALL,8273,2021,6,AV,Y,FLOCK 4S 21,2021-006AV,47456
2021-006AZ,47460,PAYLOAD,SPACEBEE-54,US,2021-01-24,AFETR,,93.83,97.42,466,457,,,0,SMALL,8273,2021,6,AZ,Y,SPACEBEE-54,2021-006AZ,47460
2021-006BA,47461,PAYLOAD,KEPLER-15 (SUDORMRF),CA,2021-01-24,AFETR,,94.82,97.41,514,505,,,0,MEDIUM,8273,2021,6,BA,Y,KEPLER-15 (SUDORMRF),2021-006BA,47461
2021-006BD,47464,PAYLOAD,SPACEBEE-58,US,2021-01-24,AFETR,,93.73,97.42,463,452,,,0,SMALL,8273,2021,6,BD,Y,SPACEBEE-58,2021-006BD,47464
2021-006BE,47465,PAYLOAD,SPACEBEE-57,US,2021-01-24,AFETR,,94.84,97.41,515,507,,,0,SMALL,8273,2021,6,BE,Y,SPACEBEE-57,2021-006BE,47465
2021-006BF,47466,PAYLOAD,SPACEBEE-44,US,2021-01-24,AFETR,,94.05,97.42,475,470,,,0,SMALL,8273,2021,6,BF,Y,SPACEBEE-44,2021-006BF,47466
2021-006BH,47468,PAYLOAD,SPACEBEE-56,US,2021-01-24,AFETR,,94.11,97.42,478,473,,,0,SMALL,8273,2021,6,BH,Y,SPACEBEE-56,2021-006BH,47468
2021-006BJ,47469,PAYLOAD,FLOCK 4S 33,US,2021-01-24,AFETR,,94.72,97.42,509,501,,,0,SMALL,8273,2021,6,BJ,Y,FLOCK 4S 33,2021-006BJ,47469
2021-006BK,47470,PAYLOAD,SPACEBEE-45,US,2021-01-24,AFETR,,94.07,97.42,477,471,,,0,SMALL,8273,2021,6,BK,Y,SPACEBEE-45,2021-006BK,47470
2021-006BL,47471,PAYLOAD,FLOCK 4S 12,US,2021-01-24,AFETR,,94.73,97.42,510,501,,,0,MEDIUM,8273,2021,6,BL,Y,FLOCK 4S 12,2021-006BL,47471
2021-006BM,47472,PAYLOAD,FLOCK 4S 13,US,2021-01-24,AFETR,,94.72,97.42,510,500,,,0,MEDIUM,8273,2021,6,BM,Y,FLOCK 4S 13,2021-006BM,47472
2021-006BN,47473,PAYLOAD,FLOCK 4S 35,US,2021-01-24,AFETR,,94.44,97.42,495,488,,,0,MEDIUM,8273,2021,6,BN,Y,FLOCK 4S 35,2021-006BN,47473
2021-006BV,47480,PAYLOAD,SPACEBEE-43,US,2021-01-24,AFETR,,94.03,97.42,474,469,,,0,SMALL,8273,2021,6,BV,Y,SPACEBEE-43,2021-006BV,47480
2021-006BW,47481,PAYLOAD,CAPELLA-4 (WHITNEY),US,2021-01-24,AFETR,,94.02,97.42,475,468,,,0,LARGE,8273,2021,6,BW,Y,CAPELLA-4 (WHITNEY),2021-006BW,47481
2021-006BX,47482,PAYLOAD,NASA PTD-1,US,2021-01-24,AFETR,,94.7,97.43,509,500,,,0,MEDIUM,8273,2021,6,BX,Y,NASA PTD-1,2021-006BX,47482
2021-006BZ,47484,PAYLOAD,ARCE-1C,US,2021-01-24,AFETR,,94.6,97.41,504,494,,,0,SMALL,8273,2021,6,BZ,Y,ARCE-1C,2021-006BZ,47484
2021-006CE,47489,PAYLOAD,CAPELLA-3 (WHITNEY),US,2021-01-24,AFETR,,93.29,97.42,439,432,,,0,LARGE,8273,2021,6,CE,Y,CAPELLA-3 (WHITNEY),2021-006CE,47489
2021-006CG,47491,PAYLOAD,FLOCK 4S 4,US,2021-01-24,AFETR,,94.72,97.41,511,500,,,0,SMALL,8273,2021,6,CG,Y,FLOCK 4S 4,2021-006CG,47491
2021-006CM,47496,PAYLOAD,FLOCK 4S 18,US,2021-01-24,AFETR,,94.73,97.42,511,499,,,0,MEDIUM,8273,2021,6,CM,Y,FLOCK 4S 18,2021-006CM,47496
2021-006CQ,47499,PAYLOAD,FLOCK 4S 40,US,2021-01-24,AFETR,,94.74,97.42,512,500,,,0,MEDIUM,8273,2021,6,CQ,Y,FLOCK 4S 40,2021-006CQ,47499
2021-006CR,47500,PAYLOAD,FLOCK 4S 19,US,2021-01-24,AFETR,,94.72,97.42,511,499,,,0,MEDIUM,8273,2021,6,CR,Y,FLOCK 4S 19,2021-006CR,47500
2021-006DC,47511,PAYLOAD,LEMUR 2 RUAIRI-EILIDH,US,2021-01-24,AFETR,,94.68,97.42,508,499,,,0,SMALL,8273,2021,6,DC,Y,LEMUR 2 RUAIRI-EILIDH,2021-006DC,47511
2021-006DD,47512,PAYLOAD,FLOCK 4S 38,US,2021-01-24,AFETR,,94.73,97.43,510,501,,,0,MEDIUM,8273,2021,6,DD,Y,FLOCK 4S 38,2021-006DD,47512
2021-006DF,47515,PAYLOAD,FLOCK 4S 5,US,2021-01-24,AFETR,,94.72,97.41,510,500,,,0,SMALL,8273,2021,6,DF,Y,FLOCK 4S 5,2021-006DF,47515
2021-006DG,47516,PAYLOAD,FLOCK 4S 16,US,2021-01-24,AFETR,,94.67,97.42,508,498,,,0,SMALL,8273,2021,6,DG,Y,FLOCK 4S 16,2021-006DG,47516
2021-006DL,47520,PAYLOAD,FLOCK 4S 29,US,2021-01-24,AFETR,,94.72,97.41,510,501,,,0,SMALL,8273,2021,6,DL,Y,FLOCK 4S 29,2021-006DL,47520
2021-006DT,47527,PAYLOAD,FLOCK 4S 7,US,2021-01-24,AFETR,,94.72,97.41,510,500,,,0,MEDIUM,8273,2021,6,DT,Y,FLOCK 4S 7,2021-006DT,47527
2021-007B,47533,PAYLOAD,YAOGAN-31 E,PRC,2021-01-29,JSC,,107.04,63.4,1136,1043,,,0,LARGE,8273,2021,7,B,Y,YAOGAN-31 E,2021-007B,47533
2021-007F,47537,ROCKET BODY,CZ-4C R/B,PRC,2021-01-29,JSC,,105.28,63.46,1141,874,,,0,LARGE,8273,2021,7,F,Y,CZ-4C R/B,2021-007F,47537
2021-006EC,47542,PAYLOAD,FLOCK 4S 25,US,2021-01-24,AFETR,,94.72,97.41,511,499,,,0,SMALL,8273,2021,6,EC,Y,FLOCK 4S 25,2021-006EC,47542
2021-006EE,47544,PAYLOAD,FLOCK 4S 30,US,2021-01-24,AFETR,,94.72,97.41,510,501,,,0,SMALL,8273,2021,6,EE,Y,FLOCK 4S 30,2021-006EE,47544
2021-006EF,47545,PAYLOAD,FLOCK 4S 23,US,2021-01-24,AFETR,,94.68,97.42,511,496,,,0,SMALL,8273,2021,6,EF,Y,FLOCK 4S 23,2021-006EF,47545
2021-009K,47557,PAYLOAD,STARLINK-1956,US,2021-02-04,AFETR,,95.59,53.06,548,546,,,0,LARGE,8273,2021,9,K,Y,STARLINK-1956,2021-009K,47557
2021-009V,47567,PAYLOAD,STARLINK-1966,US,2021-02-04,AFETR,,95.59,53.06,548,546,,,0,LARGE,8273,2021,9,V,Y,STARLINK-1966,2021-009V,47567
2021-009AC,47574,PAYLOAD,STARLINK-1976,US,2021-02-04,AFETR,,95.59,53.06,548,546,,,0,LARGE,8273,2021,9,AC,Y,STARLINK-1976,2021-009AC,47574
2021-009AQ,47586,PAYLOAD,STARLINK-1990,US,2021-02-04,AFETR,,95.59,53.05,548,546,,,0,LARGE,8273,2021,9,AQ,Y,STARLINK-1990,2021-009AQ,47586
2021-009AX,47593,PAYLOAD,STARLINK-1998,US,2021-02-04,AFETR,,95.59,53.05,549,546,,,0,LARGE,8273,2021,9,AX,Y,STARLINK-1998,2021-009AX,47593
2021-006EG,47615,PAYLOAD,ARCE-1B,US,2021-01-24,AFETR,,94.58,97.42,503,493,,,0,SMALL,8273,2021,6,EG,Y,ARCE-1B,2021-006EG,47615
2021-006EJ,47617,PAYLOAD,FLOCK 4S 48,US,2021-01-24,AFETR,,94.71,97.42,511,498,,,0,SMALL,8273,2021,6,EJ,Y,FLOCK 4S 48,2021-006EJ,47617
2021-012A,47620,PAYLOAD,STARLINK-1528,US,2021-02-16,AFETR,,95.59,53.06,548,546,,,0,LARGE,8273,2021,12,A,Y,STARLINK-1528,2021-012A,47620
2021-012B,47621,PAYLOAD,STARLINK-1609,US,2021-02-16,AFETR,,95.59,53.05,548,546,,,0,LARGE,8273,2021,12,B,Y,STARLINK-1609,2021-012B,47621
2021-012C,47622,PAYLOAD,STARLINK-1645,US,2021-02-16,AFETR,,95.59,53.06,548,546,,,0,LARGE,8273,2021,12,C,Y,STARLINK-1645,2021-012C,47622
2021-012F,47625,PAYLOAD,STARLINK-1704,US,2021-02-16,AFETR,,95.59,53.05,549,546,,,0,LARGE,8273,2021,12,F,Y,STARLINK-1704,2021-012F,47625
