INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
1987-101F,43501,DEBRIS,COSMOS 1900 DEB,CIS,1987-12-12,TTMTR,,98.94,66.09,740,676,,3.0,0,SMALL,7337,1987,101,F,Y,COSMOS 1900 DEB,1987-101F,43501
1988-033M,43331,DEBRIS,SCOUT G-1 DEB,US,1988-04-26,AFWTR,,108.05,90.36,1268,1005,,3.0,0,SMALL,7337,1988,33,M,Y,SCOUT G-1 DEB,1988-033M,43331
1975-052MT,42658,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,114.21,99.8,1757,1082,,3.0,0,SMALL,7337,1975,52,MT,Y,DELTA 1 DEB,1975-052MT,42658
1974-089GR,42624,DEBRIS,THORAD DELTA 1 DEB,US,1974-11-15,AFWTR,,113.05,101.15,1415,1317,,3.0,0,SMALL,7337,1974,89,GR,Y,THORAD DELTA 1 DEB,1974-089GR,42624
1974-089GK,42618,DEBRIS,THORAD DELTA 1 DEB,US,1974-11-15,AFWTR,,116.74,102.08,1570,1498,,3.0,0,SMALL,7337,1974,89,GK,Y,THORAD DELTA 1 DEB,1974-089GK,42618
1973-086HT,42579,DEBRIS,DELTA 1 DEB,US,1973-11-06,AFWTR,,117.42,102.31,1629,1501,,3.0,0,SMALL,7337,1973,86,HT,Y,DELTA 1 DEB,1973-086HT,42579
1970-025SE,42524,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,105.35,99.78,1036,986,,3.0,0,SMALL,7337,1970,25,SE,Y,THORAD AGENA D DEB,1970-025SE,42524
1970-025RZ,42519,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,104.41,99.49,982,952,,3.0,0,SMALL,7337,1970,25,RZ,Y,THORAD AGENA D DEB,1970-025RZ,42519
1984-072N,42452,DEBRIS,METEOR 2-11 DEB,CIS,1984-07-05,PKMTR,,103.86,82.53,952,929,,3.0,0,SMALL,7337,1984,72,N,Y,METEOR 2-11 DEB,1984-072N,42452
1966-040BQ,42437,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,107.69,100.33,1157,1083,,3.0,0,SMALL,7337,1966,40,BQ,Y,NIMBUS 2 DEB,1966-040BQ,42437
1993-016DL,42256,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,101.72,70.96,933,747,,3.0,0,SMALL,7337,1993,16,DL,Y,SL-16 DEB,1993-016DL,42256
1993-016DD,42249,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,100.93,70.97,882,723,,3.0,0,SMALL,7337,1993,16,DD,Y,SL-16 DEB,1993-016DD,42249
1993-016CV,42241,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,101.52,70.96,917,744,,3.0,0,SMALL,7337,1993,16,CV,Y,SL-16 DEB,1993-016CV,42241
1993-016CQ,42236,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,101.92,70.98,950,749,,3.0,0,SMALL,7337,1993,16,CQ,Y,SL-16 DEB,1993-016CQ,42236
1981-053SB,42163,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,105.15,83.01,1089,914,,3.0,0,SMALL,7337,1981,53,SB,Y,COSMOS 1275 DEB,1981-053SB,42163
1981-053QZ,42137,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,106.0,82.88,1157,925,,3.0,0,SMALL,7337,1981,53,QZ,Y,COSMOS 1275 DEB,1981-053QZ,42137
1981-053PU,42108,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,101.7,83.18,855,824,,3.0,0,SMALL,7337,1981,53,PU,Y,COSMOS 1275 DEB,1981-053PU,42108
1968-114N,42086,DEBRIS,DELTA 1 DEB,US,1968-12-15,AFWTR,,120.85,102.08,1991,1447,,3.0,0,SMALL,7337,1968,114,N,Y,DELTA 1 DEB,1968-114N,42086
1968-114L,42084,DEBRIS,DELTA 1 DEB,US,1968-12-15,AFWTR,,115.03,101.94,1721,1193,,3.0,0,SMALL,7337,1968,114,L,Y,DELTA 1 DEB,1968-114L,42084
1999-025EXJ,41004,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,105.94,99.23,1237,840,,3.0,0,SMALL,7337,1999,25,EXJ,Y,FENGYUN 1C DEB,1999-025EXJ,41004
1976-077GL,40767,DEBRIS,DELTA 1 DEB,US,1976-07-29,AFWTR,,117.9,102.11,1677,1496,,3.0,0,SMALL,7337,1976,77,GL,Y,DELTA 1 DEB,1976-077GL,40767
1976-077GD,40760,DEBRIS,DELTA 1 DEB,US,1976-07-29,AFWTR,,124.57,103.32,2269,1500,,3.0,0,SMALL,7337,1976,77,GD,Y,DELTA 1 DEB,1976-077GD,40760
1976-077FW,40753,DEBRIS,DELTA 1 DEB,US,1976-07-29,AFWTR,,117.08,101.94,1598,1501,,3.0,0,SMALL,7337,1976,77,FW,Y,DELTA 1 DEB,1976-077FW,40753
1966-040BG,40643,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,107.69,100.41,1164,1076,,3.0,0,SMALL,7337,1966,40,BG,Y,NIMBUS 2 DEB,1966-040BG,40643
1993-036BVJ,40229,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,97.8,74.02,707,600,,3.0,0,SMALL,7337,1993,36,BVJ,Y,COSMOS 2251 DEB,1993-036BVJ,40229
1988-005AX,38544,DEBRIS,METEOR 2-17 DEB,CIS,1988-01-30,PKMTR,,103.44,82.53,933,909,,3.0,0,SMALL,7348,1988,5,AX,Y,METEOR 2-17 DEB,1988-005AX,38544
1981-053NP,39953,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,106.5,82.98,1193,936,,3.0,0,SMALL,7337,1981,53,NP,Y,COSMOS 1275 DEB,1981-053NP,39953
1981-053NN,39952,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,104.13,83.06,1021,887,,3.0,0,SMALL,7337,1981,53,NN,Y,COSMOS 1275 DEB,1981-053NN,39952
1981-053NA,39940,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,105.31,82.99,1064,954,,3.0,0,SMALL,7337,1981,53,NA,Y,COSMOS 1275 DEB,1981-053NA,39940
1993-016CE,39904,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,102.54,70.98,984,774,,3.0,0,SMALL,7337,1993,16,CE,Y,SL-16 DEB,1993-016CE,39904
1993-016AZ,39875,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,102.7,70.97,999,774,,3.0,0,SMALL,7337,1993,16,AZ,Y,SL-16 DEB,1993-016AZ,39875
1991-009DW,39838,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,119.0,74.12,1822,1451,,3.0,0,SMALL,7337,1991,9,DW,Y,SL-8 DEB,1991-009DW,39838
1987-020FA,39826,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,,117.86,73.5,1716,1453,,3.0,0,SMALL,7337,1987,20,FA,Y,COSMOS 1823 DEB,1987-020FA,39826
1987-020EH,39809,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,,114.45,73.72,1534,1327,,3.0,0,SMALL,7337,1987,20,EH,Y,COSMOS 1823 DEB,1987-020EH,39809
1997-051ABD,39796,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,99.67,86.37,794,692,,3.0,0,SMALL,7337,1997,51,ABD,Y,IRIDIUM 33 DEB,1997-051ABD,39796
1992-093KG,39716,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.56,71.14,954,805,,3.0,0,SMALL,7337,1992,93,KG,Y,SL-16 DEB,1992-093KG,39716
1991-009DJ,39695,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,118.2,74.06,1714,1486,,3.0,0,SMALL,7337,1991,9,DJ,Y,SL-8 DEB,1991-009DJ,39695
1979-095CJ,39607,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,101.45,81.21,840,815,,3.0,0,SMALL,7337,1979,95,CJ,Y,METEOR 2-5 DEB,1979-095CJ,39607
1981-053MU,39056,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,105.76,82.95,1126,933,,3.0,0,SMALL,7337,1981,53,MU,Y,COSMOS 1275 DEB,1981-053MU,39056
1999-025ETA,38515,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.23,99.03,891,837,,3.0,0,SMALL,7337,1999,25,ETA,Y,FENGYUN 1C DEB,1999-025ETA,38515
1999-025ESS,38507,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.56,98.94,861,805,,3.0,0,SMALL,7337,1999,25,ESS,Y,FENGYUN 1C DEB,1999-025ESS,38507
1999-025ERZ,38490,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.49,99.14,914,840,,3.0,0,SMALL,7337,1999,25,ERZ,Y,FENGYUN 1C DEB,1999-025ERZ,38490
1993-036BTU,38484,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.59,74.05,756,722,,3.0,0,SMALL,7337,1993,36,BTU,Y,COSMOS 2251 DEB,1993-036BTU,38484
1965-027DL,38407,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.14,90.31,1296,1262,,3.0,0,SMALL,7337,1965,27,DL,Y,OPS 4682 DEB,1965-027DL,38407
2012-031B,38359,ROCKET BODY,PEGASUS R/B,US,2012-06-13,KWAJL,,97.17,6.03,629,618,,3.0,0,MEDIUM,7337,2012,31,B,Y,PEGASUS R/B,2012-031B,38359
1988-005AN,38285,DEBRIS,METEOR 2-17 DEB,CIS,1988-01-30,PKMTR,,103.55,82.55,941,912,,3.0,0,SMALL,7337,1988,5,AN,Y,METEOR 2-17 DEB,1988-005AN,38285
1988-005AM,38284,DEBRIS,METEOR 2-17 DEB,CIS,1988-01-30,PKMTR,,103.43,82.54,940,901,,3.0,0,SMALL,7337,1988,5,AM,Y,METEOR 2-17 DEB,1988-005AM,38284
1993-036BSX,38207,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.39,74.02,803,751,,3.0,0,SMALL,7337,1993,36,BSX,Y,COSMOS 2251 DEB,1993-036BSX,38207
1993-036BSU,38204,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.14,73.88,760,675,,3.0,0,SMALL,7337,1993,36,BSU,Y,COSMOS 2251 DEB,1993-036BSU,38204
1999-025EPX,38126,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,107.54,98.73,1372,854,,3.0,0,SMALL,7337,1999,25,EPX,Y,FENGYUN 1C DEB,1999-025EPX,38126
1993-036BQT,37992,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.21,74.01,798,739,,3.0,0,SMALL,7337,1993,36,BQT,Y,COSMOS 2251 DEB,1993-036BQT,37992
1993-036BQG,37981,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.58,74.0,766,711,,3.0,0,SMALL,7337,1993,36,BQG,Y,COSMOS 2251 DEB,1993-036BQG,37981
1993-036BPN,37963,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,102.66,74.06,1003,766,,3.0,0,SMALL,7337,1993,36,BPN,Y,COSMOS 2251 DEB,1993-036BPN,37963
1999-025ENX,37922,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.17,99.11,914,809,,3.0,0,SMALL,7337,1999,25,ENX,Y,FENGYUN 1C DEB,1999-025ENX,37922
1999-025ENK,37910,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.49,99.02,866,792,,3.0,0,SMALL,7337,1999,25,ENK,Y,FENGYUN 1C DEB,1999-025ENK,37910
1999-025EMX,37898,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.98,98.34,990,809,,3.0,0,SMALL,7337,1999,25,EMX,Y,FENGYUN 1C DEB,1999-025EMX,37898
1999-025EMW,37897,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.59,98.9,848,820,,3.0,0,SMALL,7337,1999,25,EMW,Y,FENGYUN 1C DEB,1999-025EMW,37897
1999-025EMP,37722,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,98.5,98.31,805,568,,3.0,0,SMALL,7337,1999,25,EMP,Y,FENGYUN 1C DEB,1999-025EMP,37722
1999-025ELR,37700,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.09,99.05,880,835,,3.0,0,SMALL,7337,1999,25,ELR,Y,FENGYUN 1C DEB,1999-025ELR,37700
1999-025EKZ,37684,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.91,98.17,1176,804,,3.0,0,SMALL,7337,1999,25,EKZ,Y,FENGYUN 1C DEB,1999-025EKZ,37684
1999-025EKL,37592,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.25,98.9,845,696,,3.0,0,SMALL,7337,1999,25,EKL,Y,FENGYUN 1C DEB,1999-025EKL,37592
1993-036BNX,37542,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.64,74.01,827,751,,3.0,0,SMALL,7337,1993,36,BNX,Y,COSMOS 2251 DEB,1993-036BNX,37542
1993-036BNU,37539,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.42,74.05,794,763,,3.0,0,SMALL,7337,1993,36,BNU,Y,COSMOS 2251 DEB,1993-036BNU,37539
1993-036BMH,37504,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.07,74.08,772,656,,3.0,0,SMALL,7337,1993,36,BMH,Y,COSMOS 2251 DEB,1993-036BMH,37504
1999-025EKA,37480,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,98.27,99.1,839,513,,3.0,0,SMALL,7337,1999,25,EKA,Y,FENGYUN 1C DEB,1999-025EKA,37480
1999-025EJN,37468,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.73,98.14,953,823,,3.0,0,SMALL,7337,1999,25,EJN,Y,FENGYUN 1C DEB,1999-025EJN,37468
1999-025EJM,37467,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,96.16,99.4,588,560,,3.0,0,SMALL,7337,1999,25,EJM,Y,FENGYUN 1C DEB,1999-025EJM,37467
1999-025EHU,37450,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.83,97.69,1231,742,,3.0,0,SMALL,7337,1999,25,EHU,Y,FENGYUN 1C DEB,1999-025EHU,37450
1993-036BKF,37315,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.92,74.03,766,743,,3.0,0,SMALL,7337,1993,36,BKF,Y,COSMOS 2251 DEB,1993-036BKF,37315
1993-036BHZ,37285,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.2,74.03,787,749,,3.0,0,SMALL,7337,1993,36,BHZ,Y,COSMOS 2251 DEB,1993-036BHZ,37285
1993-016CY,42244,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,101.35,71.02,907,738,,3.0,0,SMALL,7410,1993,16,CY,Y,SL-16 DEB,1993-016CY,42244
1993-036BFT,37097,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.94,74.02,788,628,,3.0,0,SMALL,7337,1993,36,BFT,Y,COSMOS 2251 DEB,1993-036BFT,37097
1999-025EEW,37062,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.09,98.6,917,609,,3.0,0,SMALL,7337,1999,25,EEW,Y,FENGYUN 1C DEB,1999-025EEW,37062
1999-025EDS,37034,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.43,98.95,856,702,,3.0,0,SMALL,7337,1999,25,EDS,Y,FENGYUN 1C DEB,1999-025EDS,37034
1999-025EDM,37029,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.13,99.72,841,783,,3.0,0,SMALL,7337,1999,25,EDM,Y,FENGYUN 1C DEB,1999-025EDM,37029
1999-025EDH,37025,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.96,98.24,895,808,,3.0,0,SMALL,7337,1999,25,EDH,Y,FENGYUN 1C DEB,1999-025EDH,37025
1999-025ECM,37005,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.06,98.92,838,684,,3.0,0,SMALL,7337,1999,25,ECM,Y,FENGYUN 1C DEB,1999-025ECM,37005
1999-025ECL,37004,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,98.78,97.74,819,582,,3.0,0,SMALL,7337,1999,25,ECL,Y,FENGYUN 1C DEB,1999-025ECL,37004
1999-025ECF,36999,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.06,99.25,1093,807,,3.0,0,SMALL,7337,1999,25,ECF,Y,FENGYUN 1C DEB,1999-025ECF,36999
1999-025EBU,36988,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.83,98.4,984,612,,3.0,0,SMALL,7337,1999,25,EBU,Y,FENGYUN 1C DEB,1999-025EBU,36988
1987-011AJ,36954,DEBRIS,COSMOS 1818 COOLANT,CIS,1987-02-01,TTMTR,,100.55,65.02,797,772,,3.0,0,SMALL,7337,1987,11,AJ,Y,COSMOS 1818 COOLANT,1987-011AJ,36954
1987-011AG,36952,DEBRIS,COSMOS 1818 COOLANT,CIS,1987-02-01,TTMTR,,100.62,65.01,802,774,,3.0,0,SMALL,7337,1987,11,AG,Y,COSMOS 1818 COOLANT,1987-011AG,36952
1987-011AF,36951,DEBRIS,COSMOS 1818 COOLANT,CIS,1987-02-01,TTMTR,,100.58,65.01,795,777,,3.0,0,SMALL,7337,1987,11,AF,Y,COSMOS 1818 COOLANT,1987-011AF,36951
1987-011AE,36950,DEBRIS,COSMOS 1818 COOLANT,CIS,1987-02-01,TTMTR,,100.65,65.01,803,775,,3.0,0,SMALL,7337,1987,11,AE,Y,COSMOS 1818 COOLANT,1987-011AE,36950
1987-011AC,36948,DEBRIS,COSMOS 1818 COOLANT,CIS,1987-02-01,TTMTR,,100.5,65.01,794,771,,3.0,0,SMALL,7337,1987,11,AC,Y,COSMOS 1818 COOLANT,1987-011AC,36948
1987-011N,36934,DEBRIS,COSMOS 1818 COOLANT,CIS,1987-02-01,TTMTR,,100.58,65.01,797,775,,3.0,0,SMALL,7337,1987,11,N,Y,COSMOS 1818 COOLANT,1987-011N,36934
1982-025AU,36857,DEBRIS,METEOR 2-8 DEB,CIS,1982-03-25,PKMTR,,102.25,82.53,893,838,,3.0,0,SMALL,7337,1982,25,AU,Y,METEOR 2-8 DEB,1982-025AU,36857
1999-025EBQ,36742,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.77,98.82,953,826,,3.0,0,SMALL,7337,1999,25,EBQ,Y,FENGYUN 1C DEB,1999-025EBQ,36742
1999-025EAZ,36727,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.11,99.03,853,675,,3.0,0,SMALL,7337,1999,25,EAZ,Y,FENGYUN 1C DEB,1999-025EAZ,36727
1999-025DZU,36698,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.08,99.01,810,715,,3.0,0,SMALL,7337,1999,25,DZU,Y,FENGYUN 1C DEB,1999-025DZU,36698
1999-025DZJ,36688,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.12,99.04,865,758,,3.0,0,SMALL,7337,1999,25,DZJ,Y,FENGYUN 1C DEB,1999-025DZJ,36688
1999-025DYH,36663,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.11,98.78,871,847,,3.0,0,SMALL,7337,1999,25,DYH,Y,FENGYUN 1C DEB,1999-025DYH,36663
1999-025DXV,36651,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.51,98.38,965,601,,3.0,0,SMALL,7337,1999,25,DXV,Y,FENGYUN 1C DEB,1999-025DXV,36651
1997-051XD,36643,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,99.56,86.34,760,716,,3.0,0,SMALL,7337,1997,51,XD,Y,IRIDIUM 33 DEB,1997-051XD,36643
1993-036BBG,36457,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.4,74.05,763,697,,3.0,0,SMALL,7337,1993,36,BBG,Y,COSMOS 2251 DEB,1993-036BBG,36457
1993-036BAZ,36450,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.08,74.02,787,738,,3.0,0,SMALL,7337,1993,36,BAZ,Y,COSMOS 2251 DEB,1993-036BAZ,36450
1993-036BAH,36434,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.57,74.02,817,754,,3.0,0,SMALL,7337,1993,36,BAH,Y,COSMOS 2251 DEB,1993-036BAH,36434
1972-022E,36306,DEBRIS,METEOR 1-11 DEB,CIS,1972-03-30,PKMTR,,100.44,81.23,804,754,,3.0,0,SMALL,7337,1972,22,E,Y,METEOR 1-11 DEB,1972-022E,36306
2000-033E,36294,DEBRIS,NADEZHDA 6 DEB,CIS,2000-06-28,PKMTR,,98.33,98.3,690,667,,3.0,0,SMALL,7337,2000,33,E,Y,NADEZHDA 6 DEB,2000-033E,36294
1999-025DVX,36246,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.33,99.02,966,773,,3.0,0,SMALL,7337,1999,25,DVX,Y,FENGYUN 1C DEB,1999-025DVX,36246
1999-025DVR,36240,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.87,99.39,1112,582,,3.0,0,SMALL,7337,1999,25,DVR,Y,FENGYUN 1C DEB,1999-025DVR,36240
1999-025DUE,36205,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.0,99.42,921,786,,3.0,0,SMALL,7337,1999,25,DUE,Y,FENGYUN 1C DEB,1999-025DUE,36205
1999-025DTN,36189,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.11,98.96,833,695,,3.0,0,SMALL,7337,1999,25,DTN,Y,FENGYUN 1C DEB,1999-025DTN,36189
1999-025DSN,36165,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.58,98.01,1077,779,,3.0,0,SMALL,7337,1999,25,DSN,Y,FENGYUN 1C DEB,1999-025DSN,36165
1999-025DSJ,36161,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.1,97.67,933,594,,3.0,0,SMALL,7337,1999,25,DSJ,Y,FENGYUN 1C DEB,1999-025DSJ,36161
1999-025DRX,36150,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.75,98.21,1185,781,,3.0,0,SMALL,7337,1999,25,DRX,Y,FENGYUN 1C DEB,1999-025DRX,36150
1999-025DRT,36146,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.09,97.86,938,587,,3.0,0,SMALL,7337,1999,25,DRT,Y,FENGYUN 1C DEB,1999-025DRT,36146
1999-025DRS,36145,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.57,98.99,851,720,,3.0,0,SMALL,7337,1999,25,DRS,Y,FENGYUN 1C DEB,1999-025DRS,36145
1999-025DRR,36144,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.55,98.41,986,773,,3.0,0,SMALL,7337,1999,25,DRR,Y,FENGYUN 1C DEB,1999-025DRR,36144
1999-025DRQ,36143,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.55,98.37,1040,529,,3.0,0,SMALL,7337,1999,25,DRQ,Y,FENGYUN 1C DEB,1999-025DRQ,36143
1999-025DRH,36136,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.3,98.95,830,715,,3.0,0,SMALL,7337,1999,25,DRH,Y,FENGYUN 1C DEB,1999-025DRH,36136
1993-036AYC,36065,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,96.78,74.01,759,450,,3.0,0,SMALL,7337,1993,36,AYC,Y,COSMOS 2251 DEB,1993-036AYC,36065
1997-051UW,36015,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,99.97,86.36,775,739,,3.0,0,SMALL,7337,1997,51,UW,Y,IRIDIUM 33 DEB,1997-051UW,36015
1993-036AWJ,35992,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.21,73.95,737,609,,3.0,0,SMALL,7337,1993,36,AWJ,Y,COSMOS 2251 DEB,1993-036AWJ,35992
1993-036AWE,35988,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.19,74.02,794,742,,3.0,0,SMALL,7337,1993,36,AWE,Y,COSMOS 2251 DEB,1993-036AWE,35988
1997-051TR,35908,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,101.74,86.24,911,771,,3.0,0,SMALL,7337,1997,51,TR,Y,IRIDIUM 33 DEB,1997-051TR,35908
1997-051TQ,35907,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,102.46,86.37,980,771,,3.0,0,SMALL,7337,1997,51,TQ,Y,IRIDIUM 33 DEB,1997-051TQ,35907
1997-051TL,35860,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,100.46,86.45,794,766,,3.0,0,SMALL,7337,1997,51,TL,Y,IRIDIUM 33 DEB,1997-051TL,35860
1993-036ALZ,35582,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.4,74.04,791,763,,3.0,0,SMALL,7337,1993,36,ALZ,Y,COSMOS 2251 DEB,1993-036ALZ,35582
1993-036ALY,35581,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.61,74.0,775,609,,3.0,0,SMALL,7337,1993,36,ALY,Y,COSMOS 2251 DEB,1993-036ALY,35581
2001-049QM,35537,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,,100.16,98.2,831,701,,3.0,0,SMALL,7337,2001,49,QM,Y,PSLV DEB,2001-049QM,35537
1991-082CN,35531,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,,100.51,98.5,804,761,,3.0,0,SMALL,7337,1991,82,CN,Y,DMSP 5D-2 F11 DEB,1991-082CN,35531
1991-068AV,35399,DEBRIS,SL-14 DEB,CIS,1991-09-28,PKMTR,,115.1,82.35,1765,1154,,3.0,0,SMALL,7337,1991,68,AV,Y,SL-14 DEB,1991-068AV,35399
1988-005AB,35367,DEBRIS,METEOR 2-17 DEB,CIS,1988-01-30,PKMTR,,103.51,82.52,946,903,,3.0,0,SMALL,7337,1988,5,AB,Y,METEOR 2-17 DEB,1988-005AB,35367
2001-049PW,35338,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,,100.43,97.91,918,639,,3.0,0,SMALL,7337,2001,49,PW,Y,PSLV DEB,2001-049PW,35338
2001-049PT,35335,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,,98.07,97.77,701,632,,3.0,0,SMALL,7337,2001,49,PT,Y,PSLV DEB,2001-049PT,35335
